,ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,lawlor_T2D_PSI,lawlor_ND_PSI,lawlor_dI,lawlor_FDR,lawlor.beta_T2D_ratio,lawlor.beta_ND_ratio,lawlor_mark,xin_T2D_PSI,xin_ND_PSI,xin_dI,xin_FDR,xin.beta_T2D_ratio,xin.beta_ND_ratio,xin_mark,
2265,2926,GRSF1,2926//GRSF1,chr4,71686362,71691147,CA-2926-17615-18542-18617-22049[INC][149/3][DNT],0,-,cass,0.954970558,0.941719457,0.013251101,0.074099576,0.680327869,0.63973064,None,0.99462221,0.975893241,0.018728969,8.31E-05,0.469314079,0.471204188,None,
2266,2932,GSK3B,2932//GSK3B,chr3,119582265,119595354,CA-2932-221005-230789-230828-233812[INC][3/37],0,-,cass,0.006711409,0.055098163,-0.048386754,0.000141521,0.081967213,0.175084175,None,0.016731017,0.001904762,0.014826255,1,0.101083032,0.104712042,None,
2267,2932,GSK3B,2932//GSK3B,chr3,119545547,119582451,CA-2932-233999-254064-254163-270562[INC][36/5][DNT],0,-,cass,1,0.902676399,0.097323601,0.000915451,0.147540984,0.212121212,None,1,0.993957704,0.006042296,1,0.119133574,0.136125654,None,
2268,2934,GSN,2934//GSN,chr9,124072961,124076300,CA-2934-45744-47237-47387-48832[INC][150/1],0,+,cass,1,1,0,1,0.106557377,0.053872054,None,NA,NA,NA,NA,NA,NA,NA,
2269,2936,GSR,2936//GSR,chr8,30541604,30553995,CA-2936-34590-37914-38001-46770[INC][2/2],0,-,cass,1,1,0,1,0.024590164,0.101010101,None,NA,NA,NA,NA,NA,NA,NA,
2270,2936,GSR,2936//GSR,chr8,30546677,30553995,CA-2936-34590-37914-38001-41650[INC][25/2],0,-,cass,1,1,0,1,0.024590164,0.124579125,None,NA,NA,NA,NA,NA,NA,NA,
2271,2936,GSR,2936//GSR,chr8,30541604,30553995,CA-2936-34590-41650-41809-46770[INC][2/2],0,-,cass,1,1,0,1,0.032786885,0.121212121,None,NA,NA,NA,NA,NA,NA,NA,
2272,2936,GSR,2936//GSR,chr8,30541604,30550571,CA-2936-38001-41650-41809-46770[INC][19/2],0,-,cass,1,1,0,1,0.032786885,0.127946128,None,NA,NA,NA,NA,NA,NA,NA,
2273,2937,GSS,2937//GSS,chr20,33524745,33533900,CA-2937-12846-15792-15868-21775[INC][2/1],0,-,cass,1,1,0,1,0.18852459,0.292929293,None,1,1,0,1,0.166064982,0.094240838,None,
2274,2937,GSS,2937//GSS,chr20,33519741,33524642,CA-2937-22036-23156-23223-26665[INC][79/11],0,-,cass,1,1,0,1,0.155737705,0.242424242,None,1,1,0,1,0.173285199,0.089005236,None,
2275,2937,GSS,2937//GSS,chr20,33516235,33519219,CA-2937-27463-29208-29398-29847[INC][57/2][DNT],0,-,cass,1,1,0,1,0.172131148,0.292929293,None,1,1,0,1,0.223826715,0.130890052,None,
2276,2941,GSTA4,2941//GSTA4,chr6,52849261,52859058,CA-2941-4224-12797-12930-13775[INC][2/3],0,-,cass,1,0.998163453,0.001836547,1,0.270491803,0.468013468,None,0.997222222,0.9566787,0.040543522,1,0.353790614,0.240837696,None,
2277,2941,GSTA4,2941//GSTA4,chr6,52849261,52859058,CA-2941-4224-10972-11024-13775[INC][2/3],0,-,cass,1,0.996721311,0.003278689,1,0.155737705,0.451178451,None,0.993197279,0.915194346,0.078002933,1,0.270758123,0.219895288,None,
2278,2941,GSTA4,2941//GSTA4,chr6,52850248,52859058,CA-2941-4224-10972-11024-12797[INC][113/4],0,-,cass,0.900452489,0.92776204,-0.027309551,0.193876202,0.221311475,0.494949495,None,0.903314917,0.92733564,-0.024020723,0.167523288,0.36101083,0.267015707,None,
2279,2941,GSTA4,2941//GSTA4,chr6,52849261,52852205,CA-2941-11024-12797-12930-13775[INC][93/2],0,-,cass,1,1,0,1,0.295081967,0.508417508,None,1,0.961630695,0.038369305,1,0.397111913,0.287958115,None,
2280,2941,GSTA4,2941//GSTA4,chr6,52849261,52852205,CA-2941-11024-12797-12853-13775[INC][5/2],0,-,cass,1,1,0,1,0.180327869,0.437710438,None,1,0.901538462,0.098461538,1,0.292418773,0.240837696,None,
2281,2944,GSTM1,2944//GSTM1,chr1,110232892,110236366,CA-2944-5571-5658-5769-8410[INC][51/6][DNT],0,+,cass,1,0.96,0.04,1,0.106557377,0.148148148,None,NA,NA,NA,NA,NA,NA,NA,
2282,2947,GSTM3,2947//GSTM3,chr1,110282050,110282937,CA-2947-3799-4130-4206-4545[INC][228/15][UPT],0,-,cass,1,0.994535519,0.005464481,1,0.590163934,0.599326599,None,0.99900448,0.991281019,0.00772346,1,0.57400722,0.460732984,None,
2283,2948,GSTM4,2948//GSTM4,chr1,110199836,110201530,CA-2948-4204-4696-4797-5738[INC][4/1],0,+,cass,1,1,0,1,0.106557377,0.094276094,None,NA,NA,NA,NA,NA,NA,NA,
2284,2950,GSTP1,2950//GSTP1,chr11,67351604,67352242,CA-2950-3575-3869-3976-4090[INC][571/1],0,+,cass,1,1,0,1,0.581967213,0.882154882,None,1,1,0,1,0.772563177,0.607329843,None,
2285,2950,GSTP1,2950//GSTP1,chr11,67351604,67352242,CA-2950-3575-3869-3980-4090[INC][1/1],0,+,cass,1,1,0,1,0.549180328,0.858585859,None,1,1,0,1,0.736462094,0.581151832,None,
2286,2950,GSTP1,2950//GSTP1,chr11,67352608,67354123,CA-2950-4647-5512-5617-5794[INC][2/2],0,+,cass,1,1,0,1,0.573770492,0.855218855,None,1,1,0,1,0.74368231,0.617801047,None,
2287,2950,GSTP1,2950//GSTP1,chr11,67352608,67354123,CA-2950-4647-5509-5617-5794[INC][870/2],0,+,cass,1,1,0,1,0.647540984,0.878787879,None,1,1,0,1,0.779783394,0.628272251,None,
2288,2952,GSTT1,2952//GSTT1,chr22,24376138,24384270,CA-2952-3165-10286-10463-10667[INC][6/2][UPT][DNT],0,-,cass,0.992156863,0.885232068,0.106924795,3.36E-07,0.245901639,0.252525253,Up,0.963020031,0.81512605,0.14789398,2.67E-05,0.129963899,0.115183246,Up,
2289,2952,GSTT1,2952//GSTT1,chr22,24376138,24384270,CA-2952-3165-5497-5585-10667[INC][1/2][UPT][DNT],0,-,cass,0.987951807,0.741444867,0.24650694,1.10E-08,0.196721311,0.161616162,Up,NA,NA,NA,NA,NA,NA,NA,
2290,2952,GSTT1,2952//GSTT1,chr22,24379360,24384270,CA-2952-3165-5497-5585-7773[INC][82/15][UPT],0,-,cass,0.905292479,0.93814433,-0.032851851,0.283796483,0.245901639,0.191919192,None,0.772179628,0.760368664,0.011810964,0.286239225,0.093862816,0.12565445,None,
2291,2952,GSTT1,2952//GSTT1,chr22,24376821,24384270,CA-2952-3165-5497-5585-10286[INC][1/7][UPT],0,-,cass,0.976190476,0.554285714,0.421904762,8.14E-19,0.204918033,0.158249158,Up,NA,NA,NA,NA,NA,NA,NA,
2292,2952,GSTT1,2952//GSTT1,chr22,24379360,24384270,CA-2952-3165-5497-5585-7834[INC][3/2][UPT],0,-,cass,1,0.81010101,0.18989899,4.70E-07,0.196721311,0.158249158,Up,NA,NA,NA,NA,NA,NA,NA,
2293,2952,GSTT1,2952//GSTT1,chr22,24376821,24384270,CA-2952-3165-7834-7924-10286[INC][2/7][UPT],0,-,cass,0.98340249,0.622276029,0.361126461,7.14E-23,0.245901639,0.202020202,Up,0.910505837,0.898876404,0.011629432,1,0.104693141,0.12565445,None,
2294,2952,GSTT1,2952//GSTT1,chr22,24381699,24384270,CA-2952-3165-4203-4312-5497[INC][6/105][UPT],0,-,cass,0,0.006418485,-0.006418485,1,0.196721311,0.148148148,None,NA,NA,NA,NA,NA,NA,NA,
2295,2952,GSTT1,2952//GSTT1,chr22,24376821,24384270,CA-2952-3165-7773-7924-10286[INC][15/7][UPT],0,-,cass,0.984496124,0.612903226,0.371592898,3.22E-23,0.254098361,0.205387205,Up,0.924713584,0.898305085,0.0264085,1,0.108303249,0.136125654,None,
2296,2952,GSTT1,2952//GSTT1,chr22,24376821,24381786,CA-2952-5585-7773-7924-10286[INC][80/2],0,-,cass,1,0.997780244,0.002219756,1,0.254098361,0.212121212,None,0.941676792,1,-0.058323208,0.00139132,0.108303249,0.136125654,None,
2297,2952,GSTT1,2952//GSTT1,chr22,24376138,24381786,CA-2952-5585-10286-10463-10667[INC][2/1][DNT],0,-,cass,1,0.993333333,0.006666667,1,0.237704918,0.235690236,None,1,0.989304813,0.010695187,1,0.122743682,0.109947644,None,
2298,2952,GSTT1,2952//GSTT1,chr22,24376821,24381786,CA-2952-5585-7834-7924-10286[INC][3/2],0,-,cass,1,0.995859213,0.004140787,1,0.237704918,0.202020202,None,0.90625,1,-0.09375,0.001387258,0.097472924,0.12565445,None,
2299,2952,GSTT1,2952//GSTT1,chr22,24376138,24379510,CA-2952-7924-10286-10463-10667[INC][70/1][DNT],0,-,cass,0.938461538,0.964539007,-0.026077469,0.059635405,0.270491803,0.252525253,None,1,1,0,1,0.122743682,0.136125654,None,
2300,2954,GSTZ1,2954//GSTZ1,chr14,77787393,77791263,CA-2954-3297-4660-4846-6983[INC][2/123][UPT],0,+,cass,0,0,0,1,0.090163934,0.131313131,None,NA,NA,NA,NA,NA,NA,NA,
2301,2954,GSTZ1,2954//GSTZ1,chr14,77787393,77793247,CA-2954-3297-6983-7035-8951[INC][121/3][UPT],0,+,cass,0.978947368,0.989583333,-0.010635965,1,0.098360656,0.151515152,None,1,1,0,1,0.101083032,0.083769634,None,
2302,2954,GSTZ1,2954//GSTZ1,chr14,77793180,77794379,CA-2954-9019-9585-9666-10025[INC][123/2],0,+,cass,1,1,0,1,0.114754098,0.158249158,None,1,1,0,1,0.126353791,0.083769634,None,
2303,2954,GSTZ1,2954//GSTZ1,chr14,77793814,77795543,CA-2954-9666-10025-10151-11236[INC][105/4],0,+,cass,0.907590759,0.994227994,-0.086637235,1,0.106557377,0.171717172,None,0.983606557,0.940828402,0.042778155,1,0.137184116,0.078534031,None,
2304,2956,MSH6,2956//MSH6,chr2,48018065,48028293,CA-2956-11042-15812-15982-18529[INC][23/1],0,+,cass,1,1,0,1,0.081967213,0.111111111,None,NA,NA,NA,NA,NA,NA,NA,
2305,2957,GTF2A1,2957//GTF2A1,chr14,81670243,81682857,CA-2957-7819-14295-14362-20127[INC][1/20],0,-,cass,0,0.024539877,-0.024539877,0.82727953,0.31147541,0.28956229,None,0.02145046,0.006644518,0.014805941,0.627837234,0.205776173,0.130890052,None,
2306,2958,GTF2A2,2958//GTF2A2,chr15,59934334,59949707,CA-2958-3133-8212-8333-18276[INC][3/1][UPT],0,-,cass,0.960127592,0.983834465,-0.023706873,0.00098159,0.647540984,0.781144781,None,0.922023182,0.95559351,-0.033570328,0.00014719,0.635379061,0.465968586,None,
2307,2958,GTF2A2,2958//GTF2A2,chr15,59944404,59949707,CA-2958-3133-3505-3724-8212[INC][3/154][UPT],0,-,cass,0,0.002149826,-0.002149826,1,0.639344262,0.777777778,None,0.002621614,0,0.002621614,1,0.61732852,0.471204188,None,
2308,2958,GTF2A2,2958//GTF2A2,chr15,59934334,59944524,CA-2958-8333-9765-9870-18276[INC][167/3],0,-,cass,0.981245116,0.994968067,-0.013722951,7.95E-07,0.713114754,0.845117845,None,0.988888889,0.988179218,0.000709671,0.925303155,0.725631769,0.581151832,None,
2309,2958,GTF2A2,2958//GTF2A2,chr15,59931057,59942971,CA-2958-9870-18276-18403-21381[INC][190/1][DNT],0,-,cass,0.983717775,0.983328123,0.000389651,0.935837247,0.704918033,0.848484848,None,0.986498386,0.99959192,-0.013093534,1.12E-10,0.758122744,0.591623037,None,
2310,2959,GTF2B,2959//GTF2B,chr1,89329663,89357249,CA-2959-3136-7251-7358-30504[INC][87/1][UPT],0,-,cass,1,0.969405099,0.030594901,0.002969619,0.270491803,0.323232323,None,1,1,0,1,0.292418773,0.162303665,None,
2311,2961,GTF2E2,2961//GTF2E2,chr8,30472124,30511118,CA-2961-7789-26098-26190-46506[INC][75/1],0,-,cass,0.979487179,1,-0.020512821,1,0.106557377,0.097643098,None,NA,NA,NA,NA,NA,NA,NA,
2312,2962,GTF2F1,2962//GTF2F1,chr19,6391912,6392913,CA-2962-3424-3870-4078-4306[INC][1/164],0,-,cass,0,0,0,1,0.180327869,0.107744108,None,NA,NA,NA,NA,NA,NA,NA,
2313,2962,GTF2F1,2962//GTF2F1,chr19,6383321,6389647,CA-2962-6837-8721-8892-12785[INC][65/2],0,-,cass,1,1,0,1,0.114754098,0.151515152,None,1,1,0,1,0.115523466,0.068062827,None,
2314,2963,GTF2F2,2963//GTF2F2,chr13,45710867,45725965,CA-2963-19311-32274-32293-34191[INC][123/1],0,+,cass,0.99378882,1,-0.00621118,1,0.221311475,0.228956229,None,0.974226804,0.964028777,0.010198027,1,0.158844765,0.120418848,None,
2315,2963,GTF2F2,2963//GTF2F2,chr13,45841367,45858239,CA-2963-149881-152852-152943-165946[INC][1/42][DNT],0,+,cass,0,0,0,1,0.139344262,0.168350168,None,0,0,0,1,0.104693141,0.078534031,None,
2316,2965,GTF2H1,2965//GTF2H1,chr11,18344113,18354774,CA-2965-3472-4967-5028-13791[INC][8/238][UPT],0,+,cass,0.024793388,0.007159905,0.017633484,1,0.213114754,0.222222222,None,0.020344288,0.013262599,0.007081688,1,0.173285199,0.120418848,None,
2317,2965,GTF2H1,2965//GTF2H1,chr11,18344113,18354774,CA-2965-3472-6678-6751-13791[INC][1/238][UPT],0,+,cass,0,0.010701546,-0.010701546,1,0.204918033,0.215488215,None,0,0,0,1,0.162454874,0.115183246,None,
2318,2965,GTF2H1,2965//GTF2H1,chr11,18344113,18354774,CA-2965-3472-6678-6885-13791[INC][9/238][UPT],0,+,cass,0,0.022326675,-0.022326675,1,0.204918033,0.215488215,None,0.004769475,0,0.004769475,1,0.162454874,0.115183246,None,
2319,2965,GTF2H1,2965//GTF2H1,chr11,18354606,18359820,CA-2965-13960-16485-16678-18840[INC][129/2],0,+,cass,1,1,0,1,0.237704918,0.212121212,None,1,1,0,1,0.16967509,0.115183246,None,
2320,2965,GTF2H1,2965//GTF2H1,chr11,18357300,18361203,CA-2965-16678-18840-19006-20295[INC][47/2],0,+,cass,1,1,0,1,0.213114754,0.198653199,None,1,1,0,1,0.166064982,0.09947644,None,
2321,2966,GTF2H2,2966//GTF2H2,chr5,70344894,70355570,CA-2966-10981-15213-15319-21512[INC][24/1],0,-,cass,1,1,0,1,0.163934426,0.28956229,None,1,1,0,1,0.122743682,0.09947644,None,
2322,2967,GTF2H3,2967//GTF2H3,chr12,124118375,124130107,CA-2967-3039-8430-8510-14621[INC][170/14][UPT],0,+,cass,1,0.937602627,0.062397373,1,0.139344262,0.259259259,None,1,0.948275862,0.051724138,1,0.126353791,0.083769634,None,
2323,2967,GTF2H3,2967//GTF2H3,chr12,124118375,124130107,CA-2967-3039-8460-8510-14621[INC][1/14][UPT],0,+,cass,1,0.909090909,0.090909091,1,0.139344262,0.228956229,None,1,0.919642857,0.080357143,1,0.111913357,0.083769634,None,
2324,2967,GTF2H3,2967//GTF2H3,chr12,124123810,124130107,CA-2967-8510-9123-9168-14621[INC][1/193],0,+,cass,0,0,0,1,0.139344262,0.222222222,None,0,0,0,1,0.104693141,0.073298429,None,
2325,2967,GTF2H3,2967//GTF2H3,chr12,124130001,124135602,CA-2967-14728-17129-17293-20160[INC][197/3],0,+,cass,0.984126984,1,-0.015873016,1,0.147540984,0.259259259,None,1,1,0,1,0.140794224,0.094240838,None,
2326,2967,GTF2H3,2967//GTF2H3,chr12,124137253,124144130,CA-2967-21902-24090-24165-28682[INC][2/12],0,+,cass,1,0.972911964,0.027088036,1,0.131147541,0.212121212,None,1,1,0,1,0.119133574,0.083769634,None,
2327,2967,GTF2H3,2967//GTF2H3,chr12,124139470,124144130,CA-2967-24165-24937-24991-28682[INC][42/2],0,+,cass,1,0.997765363,0.002234637,1,0.155737705,0.222222222,None,0.94344473,0.940209268,0.003235463,1,0.137184116,0.094240838,None,
2328,2969,GTF2I,2969//GTF2I,chr7,74072007,74105442,CA-2969-3365-34428-34532-36275[INC][108/1][UPT],0,+,cass,1,1,0,1,0.049180328,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
2329,2969,GTF2I,2969//GTF2I,chr7,74120720,74131269,CA-2969-51735-56333-56411-62184[INC][65/1],0,+,cass,1,1,0,1,0.139344262,0.175084175,None,1,1,0,1,0.104693141,0.09947644,None,
2330,2969,GTF2I,2969//GTF2I,chr7,74125362,74131269,CA-2969-56411-60147-60207-62184[INC][16/69],0,+,cass,0,0.016666667,-0.016666667,1,0.081967213,0.151515152,None,NA,NA,NA,NA,NA,NA,NA,
2331,2969,GTF2I,2969//GTF2I,chr7,74125362,74131269,CA-2969-56411-60150-60207-62184[INC][4/69],0,+,cass,0,0.006734007,-0.006734007,1,0.081967213,0.141414141,None,NA,NA,NA,NA,NA,NA,NA,
2332,2969,GTF2I,2969//GTF2I,chr7,74131213,74143233,CA-2969-62241-64168-64231-74094[INC][28/49],0,+,cass,0.660377358,0.402985075,0.257392284,2.80E-07,0.114754098,0.202020202,Up,0.5,0.512690355,-0.012690355,0.027550596,0.122743682,0.104712042,None,
2333,2971,GTF3A,2971//GTF3A,chr13,27998772,28001328,CA-2971-3395-4710-4798-5548[INC][3/202][UPT],0,+,cass,0,0.006756757,-0.006756757,1,0.254098361,0.286195286,None,0.008055236,0,0.008055236,1,0.151624549,0.130890052,None,
2334,2971,GTF3A,2971//GTF3A,chr13,28004669,28009170,CA-2971-9078-12595-12676-13261[INC][12/1],0,+,cass,1,1,0,1,0.31147541,0.37037037,None,1,1,0,1,0.238267148,0.162303665,None,
2335,2971,GTF3A,2971//GTF3A,chr13,28004669,28008355,CA-2971-9078-11187-11261-12595[INC][161/15],0,+,cass,0.903584672,0.924324324,-0.020739652,0.703369072,0.303278689,0.343434343,None,0.695652174,0.932126697,-0.236474523,9.53E-12,0.231046931,0.167539267,Down,
2336,29766,TMOD3,29766//TMOD3,chr15,52121874,52155206,CA-29766-3209-8366-8431-36183[INC][1/53][UPT],0,+,cass,0,0.038216561,-0.038216561,0.001076515,0.204918033,0.292929293,None,0.002070393,0,0.002070393,1,0.173285199,0.130890052,None,
2337,29767,TMOD2,29767//TMOD2,chr15,52058569,52060614,CA-29767-18007-18510-18592-19701[INC][2/27],0,+,cass,0.008130081,0.063063063,-0.054932982,0.022549086,0.221311475,0.235690236,None,0,0.050420168,-0.050420168,1,0.115523466,0.089005236,None,
2338,29780,PARVB,29780//PARVB,chr22,44543740,44553962,CA-29780-151712-155272-155341-161771[INC][68/2],0,+,cass,0.982758621,0.961595273,0.021163347,1,0.540983607,0.444444444,None,0.984644914,0.976303318,0.008341596,1,0.270758123,0.230366492,None,
2339,29789,OLA1,29789//OLA1,chr2,175094035,175113259,CA-29789-3186-4822-4898-22186[INC][1/29][UPT],0,-,cass,0.935483871,0.950980392,-0.015496521,0.612621149,0.31147541,0.410774411,None,0.948905109,0.952755906,-0.003850796,1,0.324909747,0.109947644,None,
2340,29789,OLA1,29789//OLA1,chr2,175094035,175113259,CA-29789-3186-4822-4923-22186[INC][267/29][UPT],0,-,cass,0.966966967,0.974772957,-0.00780599,0.497589464,0.327868852,0.454545455,None,0.971971972,0.973490427,-0.001518455,0.867594464,0.368231047,0.115183246,None,
2341,29789,OLA1,29789//OLA1,chr2,175006552,175087887,CA-29789-28605-106713-106945-109637[INC][1/351],0,-,cass,0,0,0,1,0.303278689,0.407407407,None,0,0.00058651,-0.00058651,1,0.342960289,0.136125654,None,
2342,29789,OLA1,29789//OLA1,chr2,175006552,175087887,CA-29789-28605-69138-69221-109637[INC][2/351],0,-,cass,0,0.008144796,-0.008144796,3.93E-09,0.303278689,0.410774411,None,0,0,0,1,0.346570397,0.136125654,None,
2343,29789,OLA1,29789//OLA1,chr2,175006552,175087887,CA-29789-28605-69113-69221-109637[INC][1/351],0,-,cass,0,0.013723285,-0.013723285,6.12E-10,0.303278689,0.407407407,None,0,0,0,1,0.342960289,0.136125654,None,
2344,2982,GUCY1A3,2982//GUCY1A3,chr4,156588497,156618273,CA-2982-3710-4380-4474-33046[INC][2/42],0,+,cass,0.126843658,0.061082024,0.065761633,0.053553553,0.213114754,0.198653199,None,0.00805153,0,0.00805153,1,0.151624549,0.089005236,None,
2345,2982,GUCY1A3,2982//GUCY1A3,chr4,156588497,156618273,CA-2982-3710-33046-33140-33225[INC][7/7],0,+,cass,1,1,0,1,0.18852459,0.202020202,None,0.823232323,1,-0.176767677,7.51E-07,0.151624549,0.083769634,Down,
2346,2983,GUCY1B3,2983//GUCY1B3,chr4,156680182,156696219,CA-2983-3170-3813-3887-18994[INC][173/22][UPT],0,+,cass,1,0.998101566,0.001898434,1,0.360655738,0.538720539,None,0.974564926,0.98007472,-0.005509793,0.485592895,0.389891697,0.282722513,None,
2347,2983,GUCY1B3,2983//GUCY1B3,chr4,156680182,156681011,CA-2983-3170-3382-3568-3813[INC][2/176][UPT],0,+,cass,0,0.004287756,-0.004287756,1,0.336065574,0.474747475,None,0.00222387,0,0.00222387,1,0.310469314,0.240837696,None,
2348,2983,GUCY1B3,2983//GUCY1B3,chr4,156680507,156696219,CA-2983-3568-3813-3887-18994[INC][8/1],0,+,cass,1,1,0,1,0.286885246,0.494949495,None,1,1,0,1,0.335740072,0.267015707,None,
2349,2983,GUCY1B3,2983//GUCY1B3,chr4,156680938,156696219,CA-2983-3887-16628-16780-18994[INC][2/184],0,+,cass,0,0,0,1,0.286885246,0.494949495,None,0,0,0,1,0.335740072,0.261780105,None,
2350,2983,GUCY1B3,2983//GUCY1B3,chr4,156698675,156715237,CA-2983-21669-33587-33938-37882[INC][1/2],0,+,cass,0.988439306,0.983050847,0.005388459,1,0.213114754,0.420875421,None,0.996350365,0.989769821,0.006580544,1,0.299638989,0.277486911,None,
2351,2983,GUCY1B3,2983//GUCY1B3,chr4,156698675,156711062,CA-2983-21669-29290-29356-33740[INC][2/203],0,+,cass,0,0,0,1,0.352459016,0.498316498,None,0,0,0,1,0.368231047,0.235602094,None,
2352,2983,GUCY1B3,2983//GUCY1B3,chr4,156698675,156715237,CA-2983-21669-33740-33938-37882[INC][37/2],0,+,cass,0.997050147,0.994604317,0.002445831,1,0.37704918,0.535353535,None,0.998632011,0.995947315,0.002684696,1,0.407942238,0.314136126,None,
2353,29843,SENP1,29843//SENP1,chr12,48491776,48499861,CA-29843-3281-7792-7840-11184[INC][12/2][UPT],0,-,cass,1,1,0,1,0.06557377,0.104377104,None,NA,NA,NA,NA,NA,NA,NA,
2354,29843,SENP1,29843//SENP1,chr12,48482583,48490209,CA-29843-12966-20015-20146-20348[INC][20/35],0,-,cass,0.117056856,0.167346939,-0.050290083,0.147961507,0.090163934,0.134680135,None,NA,NA,NA,NA,NA,NA,NA,
2355,2987,GUK1,2987//GUK1,chr1,228328033,228333324,CA-2987-3280-4040-4205-8427[INC][67/167][UPT],0,+,cass,0.626886145,0.669885057,-0.042998912,0.346578348,0.401639344,0.602693603,None,0.646682654,0.703422053,-0.056739399,2.45E-05,0.292418773,0.408376963,None,
2356,2987,GUK1,2987//GUK1,chr1,228328033,228333324,CA-2987-3280-4040-4424-8427[INC][1/167][UPT],0,+,cass,0.334963325,0.369622476,-0.034659151,0.34651823,0.319672131,0.548821549,None,0.396998636,0.446808511,-0.049809875,5.37E-05,0.241877256,0.371727749,None,
2357,2987,GUK1,2987//GUK1,chr1,228328824,228333324,CA-2987-4205-4542-4746-8427[INC][1/116],0,+,cass,0.174193548,0.070435173,0.103758376,5.22E-14,0.262295082,0.430976431,Up,0.059891107,0.063339731,-0.003448624,0.50775595,0.202166065,0.256544503,None,
2358,2987,GUK1,2987//GUK1,chr1,228334542,228335399,CA-2987-9855-10326-10461-10531[INC][2/1],0,+,cass,1,1,0,1,0.532786885,0.740740741,None,1,1,0,1,0.444043321,0.513089005,None,
2359,2987,GUK1,2987//GUK1,chr1,228334542,228335399,CA-2987-9855-10322-10461-10531[INC][342/1],0,+,cass,1,1,0,1,0.573770492,0.791245791,None,1,1,0,1,0.516245487,0.57591623,None,
2360,2987,GUK1,2987//GUK1,chr1,228335315,228336655,CA-2987-10616-11292-11373-11581[INC][1/28][DNT],0,+,cass,0.987250996,0.957207207,0.030043789,0.000946509,0.647540984,0.760942761,None,0.968468468,0.949268293,0.019200176,0.252754741,0.537906137,0.581151832,None,
2361,2987,GUK1,2987//GUK1,chr1,228335315,228336655,CA-2987-10616-11287-11373-11581[INC][356/28][DNT],0,+,cass,0.992255566,0.975535168,0.016720398,0.000946516,0.663934426,0.794612795,None,0.980913429,0.96651642,0.014397009,0.253219458,0.584837545,0.617801047,None,
2362,29880,ALG5,29880//ALG5,chr13,37567740,37573451,CA-29880-3133-6771-6943-8695[INC][3/1][UPT],0,-,cass,1,1,0,1,0.467213115,0.404040404,None,1,0.939577039,0.060422961,1,0.241877256,0.183246073,None,
2363,29880,ALG5,29880//ALG5,chr13,37567740,37569732,CA-29880-6941-7332-7379-8695[INC][1/1],0,-,cass,0.992788462,0.943678161,0.049110301,5.14E-06,0.549180328,0.441077441,None,0.981828507,0.964814815,0.017013692,0.071162603,0.288808664,0.235602094,None,
2364,29880,ALG5,29880//ALG5,chr13,37567740,37569732,CA-29880-6943-7332-7379-8695[INC][94/9],0,-,cass,1,0.913464276,0.086535724,1.76E-26,0.557377049,0.498316498,None,0.939445873,0.979155239,-0.039709366,4.10E-07,0.310469314,0.256544503,None,
2365,29880,ALG5,29880//ALG5,chr13,37546113,37563712,CA-29880-12884-16627-16741-30331[INC][70/2],0,-,cass,0.927546138,0.994976452,-0.067430314,2.72E-19,0.5,0.498316498,None,0.985561833,0.993738259,-0.008176426,0.043637228,0.335740072,0.251308901,None,
2366,29880,ALG5,29880//ALG5,chr13,37546113,37559876,CA-29880-16741-18800-18884-30331[INC][1/88],0,-,cass,0.003236246,0,0.003236246,1,0.426229508,0.454545455,None,0.007407407,0,0.007407407,6.51E-06,0.270758123,0.240837696,None,
2367,29880,ALG5,29880//ALG5,chr13,37526650,37559876,CA-29880-16741-30331-30391-49768[INC][3/1],0,-,cass,1,0.995786517,0.004213483,1,0.418032787,0.454545455,None,1,0.970852018,0.029147982,1,0.281588448,0.240837696,None,
2368,29880,ALG5,29880//ALG5,chr13,37526650,37546172,CA-29880-30391-36641-36793-49768[INC][53/3],0,-,cass,1,0.987916868,0.012083132,0.000426093,0.532786885,0.501683502,None,0.977980666,0.989323843,-0.011343177,0.016686321,0.332129964,0.277486911,None,
2369,29880,ALG5,29880//ALG5,chr13,37539711,37546172,CA-29880-30391-34560-34696-36641[INC][1/74],0,-,cass,0.00482509,0.023505365,-0.018680275,6.37E-10,0.467213115,0.454545455,None,0.013287117,0,0.013287117,9.62E-14,0.267148014,0.230366492,None,
2370,29880,ALG5,29880//ALG5,chr13,37523984,37539862,CA-29880-36793-49782-49854-52310[INC][1/1][DNT],0,-,cass,1,1,0,1,0.483606557,0.508417508,None,0.978663672,1,-0.021336328,1,0.324909747,0.287958115,None,
2371,29880,ALG5,29880//ALG5,chr13,37523984,37539862,CA-29880-36793-49768-49854-52310[INC][105/1][DNT],0,-,cass,1,1,0,1,0.557377049,0.525252525,None,0.989771198,1,-0.010228802,1,0.36101083,0.303664921,None,
2372,29883,CNOT7,29883//CNOT7,chr8,17100500,17102755,CA-29883-4843-6333-6437-6693[INC][2/203],0,-,cass,0.000554631,0,0.000554631,1,0.508196721,0.471380471,None,0.003464203,0.004728132,-0.001263929,1,0.241877256,0.345549738,None,
2373,29883,CNOT7,29883//CNOT7,chr8,17100500,17102755,CA-29883-4843-6256-6437-6693[INC][2/203],0,-,cass,0.001108647,0,0.001108647,1,0.508196721,0.471380471,None,0.00461361,0.005903188,-0.001289578,1,0.245487365,0.345549738,None,
