,ensemble,symbol,gene,chrom,chromStart,chromEnd,name,score,strand,type,isoformIDs,coverage,I_g1.group1.,I_g2.group2.,dI_g1_vs_g2,pvalue,FDR,isoform1Tags_g1,isoform2Tags_g1,exonTags_g1,inclusionJunction1Tags_g1,inclusionJunction2Tags_g1,skippingJunctionTags_g1,isoform1Tags_g2,isoform2Tags_g2,exonTags_g2,inclusionJunction1Tags_g2,inclusionJunction2Tags_g2,skippingJunctionTags_g2,alpha_T2D_ratio,alpha_ND_ratio,beta_T2D_ratio,beta_ND_ratio,mark
13597,5096,PCCB,5096//PCCB,chr3,135974697,135975464,CA-5096-8651-8800-8946-9230[INC][1/234],0,+,cass,INC/SKIP,0,0,0,0,1,1,0,98,0,0,0,98,0,208,0,0,0,208,0.212389380530973,0.162790697674419,0.0983606557377049,0.232323232323232,None
13598,5096,PCCB,5096//PCCB,chr3,135975396,136002788,CA-5096-9299-14627-14741-36512[INC][1/1],0,+,cass,INC/SKIP,0,1,1,0,1,1,480,0,480,0,181,0,1043,0,1043,0,372,0,0.194690265486726,0.176079734219269,0.10655737704918,0.239057239057239,None
13599,5096,PCCB,5096//PCCB,chr3,135975396,135979376,CA-5096-9299-11851-11911-13154[INC][5/225],0,+,cass,INC/SKIP,16,0,0.0313725490196078,-0.0313725490196078,0.00347981137491442,1,0,130,0,0,0,130,15,247,15,10,6,247,0.185840707964602,0.176079734219269,0.114754098360656,0.225589225589226,None
13600,5096,PCCB,5096//PCCB,chr3,135975396,135980906,CA-5096-9299-13154-13211-14627[INC][209/1],0,+,cass,INC/SKIP,0,1,1,0,1,1,276,0,276,130,160,0,544,0,544,247,312,0,0.221238938053097,0.18936877076412,0.122950819672131,0.249158249158249,None
13601,5096,PCCB,5096//PCCB,chr3,136002678,136012705,CA-5096-36623-39120-39207-46431[INC][1/115],0,+,cass,INC/SKIP,0,0,0,0,1,1,0,277,0,0,0,277,0,489,0,0,0,489,0.221238938053097,0.182724252491694,0.114754098360656,0.252525252525253,None
13602,5096,PCCB,5096//PCCB,chr3,136035782,136045751,CA-5096-69740-79001-79061-79478[INC][1/60],0,+,cass,INC/SKIP,0,0,0,0,1,1,0,291,0,0,0,291,0,528,0,0,0,528,0.230088495575221,0.199335548172757,0.114754098360656,0.262626262626263,None
13603,5096,PCCB,5096//PCCB,chr3,136035782,136046096,CA-5096-69740-79478-79586-79830[INC][46/1],0,+,cass,INC/SKIP,0,1,1,0,1,1,853,0,853,291,351,0,1452,0,1452,528,648,0,0.283185840707965,0.232558139534884,0.163934426229508,0.2996632996633,None
13604,5096,PCCB,5096//PCCB,chr3,136045644,136046573,CA-5096-79586-79830-79931-80309[INC][56/4],0,+,cass,INC/SKIP,6,1,0.991323210412148,0.00867678958785245,0.0934487375527316,1,974,0,974,351,430,0,1718,6,1718,648,723,6,0.300884955752212,0.245847176079734,0.188524590163934,0.31986531986532,None
13607,50999,TMED5,50999//TMED5,chr1,93621856,93625782,CA-50999-23561-24804-24875-27206[INC][13/177],0,-,cass,INC/SKIP,71,0,0.0700888450148075,-0.0700888450148075,2.83988038455021e-10,1.04868008220185e-09,5,307,5,0,0,307,72,471,72,31,40,471,0.415929203539823,0.255813953488372,0.229508196721311,0.363636363636364,None
13608,50999,TMED5,50999//TMED5,chr1,93615298,93622039,CA-50999-27390-27605-27654-28801[INC][5/65][DNT],0,-,cass,INC/SKIP,3,0,0.00460829493087558,-0.00460829493087558,1,1,222,366,222,0,0,366,198,324,198,2,1,324,0.327433628318584,0.192691029900332,0.19672131147541,0.292929292929293,None
13609,51,ACOX1,51//ACOX1,chr17,73953539,73974773,CA-51-3901-22059-22220-24868[INC][52/5],0,-,cass,INC/SKIP,0,1,1,0,1,1,85,0,85,21,25,0,845,0,845,157,257,0,0.0619469026548673,0.116279069767442,0.0491803278688525,0.104377104377104,None
13612,51,ACOX1,51//ACOX1,chr17,73951908,73969865,CA-51-8810-24868-24976-26487[INC][8/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,226,0,226,0,101,0,1070,0,1070,18,450,0,0.0973451327433628,0.132890365448505,0.0737704918032787,0.111111111111111,None
13613,51,ACOX1,51//ACOX1,chr17,73953539,73969865,CA-51-8810-22059-22220-24868[INC][1/17],0,-,cass,INC/SKIP,18,1,0.877133105802048,0.122866894197952,0.395368521932719,1,85,0,85,0,25,0,845,18,845,0,257,18,0.079646017699115,0.129568106312292,0.0491803278688525,0.114478114478114,None
13620,51000,SLC35B3,51000//SLC35B3,chr6,8417634,8421060,CA-51000-17841-18884-18982-21067[INC][17/1],0,-,cass,INC/SKIP,8,1,0.97677793904209,0.02322206095791,0.368489471140198,1,224,0,224,85,84,0,896,8,896,378,295,8,0.0973451327433628,0.122923588039867,0.0737704918032787,0.151515151515152,None
13621,51001,MTERFD1,51001//MTERFD1,chr8,97251648,97258158,CA-51001-18709-20488-20650-24883[INC][27/3][DNT],0,-,cass,INC/SKIP,1,1,0.997218358831711,0.00278164116828927,1,1,352,0,352,97,92,0,1108,1,1108,318,399,1,0.115044247787611,0.229235880398671,0.147540983606557,0.178451178451178,None
13622,51001,MTERFD1,51001//MTERFD1,chr8,97251648,97256307,CA-51001-20650-24713-24775-24883[INC][1/35][DNT],0,-,cass,INC/SKIP,1,0,0.00125156445556946,-0.00125156445556946,7.8720033210658e-14,1,192,92,192,0,0,92,281,399,281,1,0,399,0.0884955752212389,0.205980066445183,0.139344262295082,0.171717171717172,None
13623,51002,TPRKB,51002//TPRKB,chr2,73959289,73964471,CA-51002-3089-5862-5962-8105[INC][1/2][UPT],0,-,cass,INC/SKIP,11,0.974921630094044,0.983739837398374,-0.00881820730433014,0.740969807202315,1,1125,4,1125,0,311,4,2699,7,2699,3,844,7,0.212389380530973,0.415282392026578,0.327868852459016,0.31986531986532,None
13624,51002,TPRKB,51002//TPRKB,chr2,73959289,73964471,CA-51002-3089-5799-5962-8105[INC][19/2][UPT],0,-,cass,INC/SKIP,11,0.981132075471698,0.9875,-0.00636792452830193,0.740096610446331,1,1244,4,1244,105,311,4,3032,7,3032,262,844,7,0.230088495575221,0.458471760797342,0.360655737704918,0.383838383838384,None
13625,51002,TPRKB,51002//TPRKB,chr2,73959289,73964471,CA-51002-3089-5802-5962-8105[INC][13/2][UPT],0,-,cass,INC/SKIP,11,0.97752808988764,0.985815602836879,-0.00828751294923902,0.740096610446331,1,1244,4,1244,37,311,4,3032,7,3032,129,844,7,0.221238938053097,0.435215946843854,0.352459016393443,0.343434343434343,None
13626,51002,TPRKB,51002//TPRKB,chr2,73959289,73961717,CA-51002-5962-7709-7807-8105[INC][1/91],0,-,cass,INC/SKIP,190,0.105035971223022,0.064819944598338,0.0402160266246836,6.91071162368695e-06,1.57618111553927e-05,217,311,217,4,69,311,359,844,359,0,117,844,0.230088495575221,0.45514950166113,0.360655737704918,0.393939393939394,None
13627,51002,TPRKB,51002//TPRKB,chr2,73959289,73961717,CA-51002-5962-7686-7807-8105[INC][5/91],0,-,cass,INC/SKIP,220,0.137309292649098,0.0668877833056938,0.0704215093434047,4.93051681523136e-07,1.29506170306333e-06,245,311,245,30,69,311,390,844,390,4,117,844,0.230088495575221,0.45514950166113,0.368852459016393,0.393939393939394,None
13628,51002,TPRKB,51002//TPRKB,chr2,73959289,73961717,CA-51002-5962-7690-7807-8105[INC][12/91],0,-,cass,INC/SKIP,446,0.194300518134715,0.149193548387097,0.0451069697476182,4.93051681523136e-07,1.2945518362511e-06,245,311,245,81,69,311,390,844,390,179,117,844,0.238938053097345,0.461794019933555,0.360655737704918,0.400673400673401,None
13629,51003,MED31,51003//MED31,chr17,6547597,6553752,CA-51003-4279-4556-4653-9975[INC][51/9][DNT],0,-,cass,INC/SKIP,216,0.853747714808044,0.867704280155642,-0.0139565653475981,0.212547128996113,0.253755245842298,2199,80,2199,380,554,80,4468,136,4468,673,1111,136,0.292035398230089,0.514950166112957,0.385245901639344,0.474747474747475,None
13630,51004,COQ6,51004//COQ6,chr14,74420137,74422630,CA-51004-6636-8517-8576-8871[INC][127/19],0,+,cass,INC/SKIP,7,1,0.985872855701312,0.0141271442986882,0.358412097342848,1,274,0,274,114,156,0,964,7,964,400,577,7,0.0884955752212389,0.156146179401993,0.0983606557377049,0.144781144781145,None
13631,51004,COQ6,51004//COQ6,chr14,74426117,74429814,CA-51004-12589-14239-14442-16036[INC][1/1][DNT],0,+,cass,INC/SKIP,12,1,0.954545454545455,0.0454545454545454,0.00551176467483702,1,1120,0,1120,238,0,0,1945,12,1945,504,0,12,0.106194690265487,0.169435215946844,0.114754098360656,0.154882154882155,None
13632,51004,COQ6,51004//COQ6,chr14,74427875,74429814,CA-51004-14442-14521-14637-16036[INC][1/1][DNT],0,+,cass,INC/SKIP,0,1,1,0,1,1,877,0,877,279,0,0,1358,0,1358,506,60,0,0.123893805309735,0.166112956810631,0.139344262295082,0.148148148148148,None
13633,51004,COQ6,51004//COQ6,chr14,74428157,74429814,CA-51004-14637-14803-14970-16036[INC][79/1][DNT],0,+,cass,INC/SKIP,60,1,0.848293299620733,0.151706700379267,1.31920833912469e-12,6.38447054689591e-12,793,0,793,220,187,0,1308,60,1308,397,274,60,0.194690265486726,0.205980066445183,0.163934426229508,0.245791245791246,Up
13642,51006,SLC35C2,51006//SLC35C2,chr20,44985212,44987401,CA-51006-9039-9652-9803-10788[INC][124/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,313,0,313,79,89,0,1054,0,1054,217,371,0,0.0973451327433628,0.149501661129568,0.0819672131147541,0.161616161616162,None
13643,51006,SLC35C2,51006//SLC35C2,chr20,44985212,44987401,CA-51006-9039-9723-9803-10788[INC][14/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,234,0,234,0,89,0,833,0,833,64,371,0,0.0707964601769911,0.132890365448505,0.0573770491803279,0.148148148148148,None
13644,51006,SLC35C2,51006//SLC35C2,chr20,44983711,44985275,CA-51006-10852-11551-11624-12184[INC][94/4],0,-,cass,INC/SKIP,0,1,1,0,1,1,133,0,133,58,65,0,660,0,660,316,209,0,0.0973451327433628,0.149501661129568,0.0573770491803279,0.154882154882155,None
13646,51008,ASCC1,51008//ASCC1,chr10,73970489,73973088,CA-51008-6948-7849-7947-9303[INC][4/237],0,-,cass,INC/SKIP,0,0,0,0,1,1,0,58,0,0,0,58,0,325,0,0,0,325,0.0973451327433628,0.132890365448505,0.0491803278688525,0.121212121212121,None
13647,51008,ASCC1,51008//ASCC1,chr10,73892814,73921431,CA-51008-58597-67146-67266-86953[INC][32/3],0,-,cass,INC/SKIP,16,0.931297709923664,0.988862370723946,-0.0575646608002818,0.000369918658540718,1,329,9,329,135,109,9,1664,7,1664,756,487,7,0.115044247787611,0.176079734219269,0.0901639344262295,0.168350168350168,None
13648,51008,ASCC1,51008//ASCC1,chr10,73856279,73887924,CA-51008-92053-117722-117801-122684[INC][1/34][DNT],0,-,cass,INC/SKIP,111,0.169164882226981,0.0290909090909091,0.140073973136072,3.11980771688539e-21,3.28170310156288e-20,103,194,103,30,49,194,49,534,49,0,32,534,0.0884955752212389,0.142857142857143,0.114754098360656,0.131313131313131,Up
13649,51008,ASCC1,51008//ASCC1,chr10,73856279,73887924,CA-51008-92053-117167-117285-122684[INC][2/34][DNT],0,-,cass,INC/SKIP,54,0.0628019323671498,0.0255474452554745,0.0372544871116753,9.91148689655385e-08,2.81275345162203e-07,62,194,62,23,3,194,58,534,58,27,1,534,0.106194690265487,0.156146179401993,0.10655737704918,0.138047138047138,None
13652,51009,DERL2,51009//DERL2,chr17,5383706,5386201,CA-51009-6366-7785-7879-8592[INC][76/5],0,-,cass,INC/SKIP,31,0.922942206654991,0.986984815618221,-0.06404260896323,1.25530765301141e-06,3.11097983572393e-06,698,22,698,211,316,22,1767,9,1767,499,866,9,0.36283185840708,0.498338870431894,0.418032786885246,0.488215488215488,None
13653,51009,DERL2,51009//DERL2,chr17,5384420,5386201,CA-51009-6366-7785-7879-8032[INC][4/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,698,0,698,211,4,0,1767,0,1767,499,35,0,0.31858407079646,0.428571428571429,0.352459016393443,0.383838383838384,None
13654,51009,DERL2,51009//DERL2,chr17,5383373,5384461,CA-51009-8074-8715-8788-9030[INC][2/3],0,-,cass,INC/SKIP,30,0.943502824858757,0.976452119309262,-0.0329492944505051,0.0263039254963326,0.0365384043189007,1098,15,1098,0,501,15,2553,15,2553,30,1214,15,0.398230088495575,0.538205980066445,0.426229508196721,0.488215488215488,None
13655,51009,DERL2,51009//DERL2,chr17,5383373,5384461,CA-51009-8074-8631-8788-9030[INC][4/3],0,-,cass,INC/SKIP,30,0.943820224719101,0.976452119309262,-0.032631894590161,0.0286476567129444,0.0395142135715876,1705,15,1705,3,501,15,3844,15,3844,30,1214,15,0.398230088495575,0.538205980066445,0.426229508196721,0.488215488215488,None
13656,51010,EXOSC3,51010//EXOSC3,chr9,37780452,37784059,CA-51010-4179-5955-6107-7212[INC][68/20][DNT],0,-,cass,INC/SKIP,93,0.522727272727273,0.837060702875399,-0.314333430148127,3.60979994198234e-11,1.46880755418427e-10,176,42,176,30,62,42,1008,51,1008,224,300,51,0.168141592920354,0.172757475083056,0.122950819672131,0.114478114478114,Down
13657,51011,FAHD2A,51011//FAHD2A,chr2,96068489,96071550,CA-51011-3173-5577-5703-5853[INC][15/34][UPT],0,+,cass,INC/SKIP,64,0,0.277511961722488,-0.277511961722488,3.96689935601326e-13,2.0381549927005e-12,3,64,3,0,0,64,142,151,142,36,80,151,0.079646017699115,0.0996677740863787,0.0573770491803279,0.134680134680135,Down
13660,51011,FAHD2A,51011//FAHD2A,chr2,96071300,96076333,CA-51011-6104-7241-7458-10827[INC][46/1],0,+,cass,INC/SKIP,1,1,0.993311036789298,0.00668896321070234,1,1,216,0,216,88,0,0,875,1,875,296,1,1,0.0973451327433628,0.102990033222591,0.0737704918032787,0.138047138047138,None
13661,51011,FAHD2A,51011//FAHD2A,chr2,96076274,96078289,CA-51011-10887-11164-11327-12734[INC][22/13],0,+,cass,INC/SKIP,25,0.932773109243697,0.894206549118388,0.0385665601253096,0.357052734823726,0.406623068398127,297,4,297,68,43,4,823,21,823,229,126,21,0.0884955752212389,0.119601328903654,0.10655737704918,0.164983164983165,None
13662,51012,SLMO2,51012//SLMO2,chr20,57611744,57613688,CA-51012-10381-11547-11656-12086[INC][1/7],0,-,cass,INC/SKIP,0,1,1,0,1,1,1767,0,1767,29,745,0,3825,0,3825,35,1596,0,0.389380530973451,0.551495016611296,0.426229508196721,0.488215488215488,None
13663,51012,SLMO2,51012//SLMO2,chr20,57611744,57613688,CA-51012-10381-11566-11656-12086[INC][152/7],0,-,cass,INC/SKIP,0,1,1,0,1,1,1760,0,1760,861,745,0,3825,0,3825,1897,1596,0,0.398230088495575,0.604651162790698,0.459016393442623,0.528619528619529,None
13664,51013,EXOSC1,51013//EXOSC1,chr10,99200927,99205603,CA-51013-3280-5700-5775-7752[INC][88/7],0,-,cass,INC/SKIP,21,0.983789260385005,0.981625441696113,0.00216381868889193,0.828011849295469,0.858922230977054,1158,8,1158,286,685,8,1661,13,1661,356,1033,13,0.283185840707965,0.315614617940199,0.286885245901639,0.356902356902357,None
13665,51013,EXOSC1,51013//EXOSC1,chr10,99202993,99205603,CA-51013-3280-3405-3559-5700[INC][1/92],0,-,cass,INC/SKIP,169,0.157584683357879,0.0801033591731266,0.0774813241847526,2.1884440371779e-21,2.35398923934507e-20,356,286,356,30,77,286,135,356,135,20,42,356,0.238938053097345,0.249169435215947,0.229508196721311,0.265993265993266,None
13667,51013,EXOSC1,51013//EXOSC1,chr10,99197456,99201015,CA-51013-7841-10308-10342-11261[INC][101/5],0,-,cass,INC/SKIP,107,0.935483870967742,0.911019849418207,0.0244640215495352,0.196785764832985,0.236632575851276,1063,42,1063,656,562,42,1245,65,1245,736,595,65,0.292035398230089,0.299003322259136,0.286885245901639,0.36026936026936,None
13668,51013,EXOSC1,51013//EXOSC1,chr10,99197456,99201015,CA-51013-7841-10308-10349-11261[INC][6/5],0,-,cass,INC/SKIP,107,0.890196078431372,0.87090367428004,0.0192924041513328,0.197951233913234,0.237733977843933,1066,42,1066,656,25,42,1265,65,1265,736,141,65,0.265486725663717,0.295681063122924,0.286885245901639,0.32996632996633,None
13669,51019,CCDC53,51019//CCDC53,chr12,102439831,102455123,CA-51019-3874-14830-14933-19002[INC][7/72],0,-,cass,INC/SKIP,840,0.101234567901235,0.0637767812655705,0.0374577866356641,3.61701608080585e-07,9.63333875514944e-07,442,1456,442,161,167,1456,809,3758,809,230,282,3758,0.415929203539823,0.737541528239203,0.680327868852459,0.606060606060606,None
13670,51019,CCDC53,51019//CCDC53,chr12,102439831,102455123,CA-51019-3874-16724-16832-19002[INC][2/72],0,-,cass,INC/SKIP,0,0,0,0,0.279386385426654,1,1,1456,1,0,0,1456,0,3758,0,0,0,3758,0.36283185840708,0.694352159468439,0.647540983606557,0.542087542087542,None
13671,51019,CCDC53,51019//CCDC53,chr12,102419751,102437989,CA-51019-21017-25143-25254-39083[INC][74/1],0,-,cass,INC/SKIP,61,0.991113932085052,0.987903744691803,0.00321018739324952,0.395833203713281,0.445537828787151,4723,14,4723,1560,1563,14,11987,47,11987,3769,3908,47,0.513274336283186,0.790697674418605,0.729508196721312,0.643097643097643,None
13672,51019,CCDC53,51019//CCDC53,chr12,102419751,102437989,CA-51019-21017-25146-25254-39083[INC][12/1],0,-,cass,INC/SKIP,61,0.984521835268104,0.980055166560577,0.00446666870752677,0.395807211766262,0.44558377705422,4723,14,4723,218,1563,14,11984,47,11984,711,3908,47,0.495575221238938,0.774086378737541,0.713114754098361,0.62962962962963,None
13674,51019,CCDC53,51019//CCDC53,chr12,102406719,102419815,CA-51019-39148-45750-45845-51929[INC][1/116],0,-,cass,INC/SKIP,46,0,0.00817341862117982,-0.00817341862117982,2.19350517642227e-11,9.15997872358179e-11,0,1171,0,0,0,1171,73,2791,73,46,0,2791,0.486725663716814,0.724252491694352,0.655737704918033,0.592592592592593,None
13675,51019,CCDC53,51019//CCDC53,chr12,102406719,102419815,CA-51019-39148-47316-47402-51929[INC][3/116],0,-,cass,INC/SKIP,258,0.0613226452905812,0.0184631615966239,0.0428594836939573,4.99700640426312e-33,1.33300142840123e-31,233,1171,233,73,80,1171,151,2791,151,29,76,2791,0.486725663716814,0.740863787375415,0.663934426229508,0.602693602693603,None
13676,51020,HDDC2,51020//HDDC2,chr6,125613986,125621804,CA-51020-4599-6320-6423-12227[INC][72/69],0,-,cass,INC/SKIP,1013,0.335530652603823,0.519391261659303,-0.18386060905548,9.85512727022844e-25,1.51437428030307e-23,676,504,676,251,258,504,2704,979,2704,1037,1079,979,0.424778761061947,0.54485049833887,0.368852459016393,0.575757575757576,Down
13677,51023,MRPS18C,51023//MRPS18C,chr4,84378061,84382184,CA-51023-3994-5381-5465-8008[INC][1/1],0,+,cass,INC/SKIP,30,0.955056179775281,0.994652406417112,-0.0395962266418314,3.72637033845361e-08,1.10498727377266e-07,2603,24,2603,918,102,24,5888,6,5888,2225,7,6,0.63716814159292,0.674418604651163,0.614754098360656,0.643097643097643,None
13678,51023,MRPS18C,51023//MRPS18C,chr4,84378061,84380949,CA-51023-3994-5381-5465-6775[INC][92/22],0,+,cass,INC/SKIP,686,0.824978759558199,0.834682280006888,-0.0097035204486895,0.763114836674301,0.801577074465414,2603,206,2603,918,1024,206,5888,480,5888,2225,2622,480,0.672566371681416,0.787375415282392,0.729508196721312,0.781144781144781,None
13679,51023,MRPS18C,51023//MRPS18C,chr4,84378061,84382184,CA-51023-3994-6775-6833-8008[INC][21/1],0,+,cass,INC/SKIP,30,0.944250871080139,0.994449583718779,-0.0501987126386395,4.69227433662187e-09,1.52350426246014e-08,1741,24,1741,206,607,24,4519,6,4519,480,1670,6,0.725663716814159,0.720930232558139,0.631147540983607,0.696969696969697,None
13680,51023,MRPS18C,51023//MRPS18C,chr4,84379498,84382184,CA-51023-5465-6775-6833-8008[INC][100/1],0,+,cass,INC/SKIP,109,0.888828337874659,0.996748722712494,-0.107920384837835,4.79045782084533e-47,3.07188107761707e-45,1741,102,1741,1024,607,102,4519,7,4519,2622,1670,7,0.619469026548673,0.777408637873754,0.680327868852459,0.760942760942761,Down
13681,51024,FIS1,51024//FIS1,chr7,100884110,100888326,CA-51024-3131-3954-4084-7184[INC][5/4][UPT],0,-,cass,INC/SKIP,60,1,0.969450101832994,0.0305498981670062,1.08363341350848e-08,3.40082411044144e-08,3786,0,3786,55,1305,0,10381,60,10381,2,3806,60,0.628318584070796,0.820598006644518,0.672131147540984,0.771043771043771,None
13682,51024,FIS1,51024//FIS1,chr7,100884110,100888326,CA-51024-3131-3951-4084-7184[INC][99/4][UPT],0,-,cass,INC/SKIP,60,1,0.98275366484622,0.0172463351537798,1.08165987985742e-08,3.39622869056927e-08,3787,0,3787,1091,1305,0,10381,60,10381,3032,3806,60,0.646017699115044,0.837209302325581,0.672131147540984,0.804713804713805,None
13683,51025,PAM16,51025//PAM16,chr16,4391368,4401266,CA-51025-74730-82670-82755-84457[INC][26/1][UPT],0,-,cass,INC/SKIP,9,0.949579831932773,1,-0.0504201680672269,5.46364636396699e-06,1,474,9,474,123,216,9,1362,0,1362,328,616,0,0.309734513274336,0.488372093023256,0.319672131147541,0.478114478114478,None
13684,51026,GOLT1B,51026//GOLT1B,chr12,21654722,21665309,CA-51026-3184-9618-9797-13530[INC][2/9][UPT],0,+,cass,INC/SKIP,10,1,0.981981981981982,0.0180180180180181,0.0385244274737404,1,1684,0,1684,21,450,0,3904,10,3904,6,1084,10,0.309734513274336,0.39202657807309,0.360655737704918,0.373737373737374,None
13685,51026,GOLT1B,51026//GOLT1B,chr12,21654722,21665309,CA-51026-3184-8120-8212-13530[INC][1/9][UPT],0,+,cass,INC/SKIP,10,1,0.979188345473465,0.0208116545265349,0.07127822028408,1,894,0,894,319,0,0,2277,10,2277,929,12,10,0.327433628318584,0.388704318936877,0.344262295081967,0.38047138047138,None
13686,51026,GOLT1B,51026//GOLT1B,chr12,21654722,21661494,CA-51026-3184-8120-8212-9618[INC][127/2][UPT],0,+,cass,INC/SKIP,27,0.942622950819672,0.993055555555556,-0.0504326047358834,1.4891791320786e-07,4.14669546214287e-07,894,21,894,319,371,21,2277,6,2277,929,787,6,0.371681415929204,0.421926910299003,0.401639344262295,0.427609427609428,None
13688,51026,GOLT1B,51026//GOLT1B,chr12,21659818,21661494,CA-51026-8212-8352-8387-9618[INC][5/128],0,+,cass,INC/SKIP,86,0.038860103626943,0.0343558282208589,0.00450427540608411,0.500216893499456,0.549307831837292,28,371,28,13,17,371,71,787,71,36,20,787,0.300884955752212,0.332225913621262,0.344262295081967,0.326599326599327,None
13689,51026,GOLT1B,51026//GOLT1B,chr12,21659818,21661494,CA-51026-8212-9179-9345-9618[INC][13/128],0,+,cass,INC/SKIP,106,0.00134589502018843,0.0625372245384157,-0.0611913295182273,3.6002126441154e-34,1.03046429715046e-32,14,371,14,0,1,371,351,787,351,57,48,787,0.309734513274336,0.348837209302326,0.344262295081967,0.353535353535354,None
13690,51026,GOLT1B,51026//GOLT1B,chr12,21659818,21665309,CA-51026-8212-9618-9797-13530[INC][116/1],0,+,cass,INC/SKIP,12,1,0.987335092348285,0.012664907651715,0.0231730168876533,1,1684,0,1684,371,450,0,3904,12,3904,787,1084,12,0.345132743362832,0.418604651162791,0.39344262295082,0.414141414141414,None
13691,51026,GOLT1B,51026//GOLT1B,chr12,21660050,21665309,CA-51026-8387-9618-9797-13530[INC][5/1],0,+,cass,INC/SKIP,0,1,1,0,1,1,1684,0,1684,17,450,0,3904,0,3904,20,1084,0,0.309734513274336,0.378737541528239,0.360655737704918,0.37037037037037,None
13692,51026,GOLT1B,51026//GOLT1B,chr12,21665228,21668689,CA-51026-13612-16473-16506-16904[INC][9/124][DNT],0,+,cass,INC/SKIP,0,0,0,0,0.0972567239392885,1,6,446,6,0,0,446,30,1046,30,0,0,1046,0.309734513274336,0.382059800664452,0.352459016393443,0.373737373737374,None
13693,51028,VPS36,51028//VPS36,chr13,52991191,52997773,CA-51028-30055-35572-35637-36487[INC][20/1],0,-,cass,INC/SKIP,2,0.989501312335958,1,-0.0104986876640421,0.107873948866048,1,379,2,379,173,204,2,778,0,778,332,369,0,0.106194690265487,0.156146179401993,0.172131147540984,0.144781144781145,None
13694,51028,VPS36,51028//VPS36,chr13,52990151,52997773,CA-51028-30055-35572-35637-37535[INC][1/1],0,-,cass,INC/SKIP,17,1,0.907103825136612,0.092896174863388,0.00251707885394091,1,379,0,379,173,0,0,778,17,778,332,0,17,0.0619469026548673,0.142857142857143,0.122950819672131,0.131313131313131,None
13695,51028,VPS36,51028//VPS36,chr13,52990151,52992190,CA-51028-35637-36487-36572-37535[INC][19/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,529,0,529,204,217,0,880,0,880,369,306,0,0.115044247787611,0.156146179401993,0.172131147540984,0.148148148148148,None
13700,51030,FAM18B1,51030//FAM18B1,chr17,18692665,18700980,CA-51030-11167-12627-12692-19310[INC][3/6],0,+,cass,INC/SKIP,0,1,1,0,1,1,1202,0,1202,192,39,0,3828,0,3828,572,42,0,0.300884955752212,0.674418604651163,0.491803278688525,0.531986531986532,None
13701,51030,FAM18B1,51030//FAM18B1,chr17,18692665,18700980,CA-51030-11167-12627-12772-19310[INC][194/6],0,+,cass,INC/SKIP,0,1,1,0,1,1,2435,0,2435,192,1171,0,7872,0,7872,572,3843,0,0.513274336283186,0.803986710963455,0.721311475409836,0.760942760942761,None
13702,51031,GLOD4,51031//GLOD4,chr17,681934,685519,CA-51031-3166-3288-3469-6587[INC][2/250][UPT],0,-,cass,INC/SKIP,10,0,0.00407497962510187,-0.00407497962510187,3.61424107746795e-06,1,0,432,0,0,0,432,43,1222,43,0,10,1222,0.353982300884956,0.534883720930233,0.39344262295082,0.434343434343434,None
13704,51031,GLOD4,51031//GLOD4,chr17,681934,685519,CA-51031-3166-4593-4648-6587[INC][2/250][UPT],0,-,cass,INC/SKIP,20,0,0.00811688311688312,-0.00811688311688312,0.00136384462249264,0.00225638297876542,0,432,0,0,0,432,23,1222,23,8,12,1222,0.353982300884956,0.534883720930233,0.39344262295082,0.434343434343434,None
13705,51031,GLOD4,51031//GLOD4,chr17,673283,674700,CA-51031-14007-14824-14911-15174[INC][103/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,753,0,753,333,300,0,2537,0,2537,983,994,0,0.212389380530973,0.335548172757475,0.327868852459016,0.292929292929293,None
13707,51035,UBXN1,51035//UBXN1,chr11,62445398,62446214,CA-51035-3366-3647-3717-3937[INC][1/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,1045,0,1045,0,512,0,3623,0,3623,0,1680,0,0.283185840707965,0.627906976744186,0.426229508196721,0.518518518518518,None
13708,51035,UBXN1,51035//UBXN1,chr11,62445810,62446214,CA-51035-3366-3454-3561-3647[INC][297/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,1489,0,1489,630,518,0,5321,0,5321,2118,1870,0,0.36283185840708,0.667774086378738,0.491803278688525,0.562289562289562,None
13709,51035,UBXN1,51035//UBXN1,chr11,62445398,62446214,CA-51035-3366-3454-3717-3937[INC][1/1],0,-,cass,INC/SKIP,0,1,1,0,1,1,2016,0,2016,630,512,0,7074,0,7074,2118,1680,0,0.345132743362832,0.667774086378738,0.483606557377049,0.575757575757576,None
13710,51035,UBXN1,51035//UBXN1,chr11,62443968,62445105,CA-51035-4538-5050-5243-5416[INC][90/1][DNT],0,-,cass,INC/SKIP,22,0.988023952095808,0.992869875222816,-0.00484592312700804,0.216327248427141,0.257852800672136,2895,8,2895,720,600,8,8870,14,8870,2311,1588,14,0.442477876106195,0.710963455149502,0.565573770491803,0.585858585858586,None
