gene chrom chromStart chromEnd name celltype β.dI β/α.dI α.dI δ.dI PP.dI
967 58497//PRUNE chr1 150990287 150999802 CA-58497-12408-20018-20177-21736[INC][3/6] β/α 0.186461307870221 -0.144666578401518 -0.0645161290322581 0.130841121495327 -0.640634089586969
968 58497//PRUNE chr1 150990287 150999802 CA-58497-12408-12970-13173-21736[INC][5/6] β/α 0.289795203498028 -0.227029438001784 -0.0259851117725638 0.262910798122066 -0.551650464693943
969 5980//REV3L chr6 111631055 111634691 CA-5980-172860-174952-175143-176112[INC][19/1] β/α -0.0762537310482516 -0.126740439837512 0.110139727235408 0.112920738327905 0.105691056910569
970 5982//RFC2 chr7 73657475 73663447 CA-5982-8397-10645-10747-14162[INC][216/54] β/α -0.0313961729270021 -0.352430196483971 0.0845872703492281 0.0649087221095335 NA
971 60313//GPBP1L1 chr1 46126465 46152755 CA-60313-2638-4010-4055-28405[INC][28/30][UPT][DNT] β/α -0.0226244343891402 -0.329261608331376 0.0545915778792492 0.206315789473684 0.0869658809600689
972 6050//RNH1 chr11 502061 507226 CA-6050-3171-5282-5460-8034[INC][4/77][UPT] β/α -0.353709718623408 -0.102044966670433 0.431680308136736 -0.270022883295195 0.128325508607199
973 60526//C2orf43 chr2 20974569 21001224 CA-60526-24758-35669-35813-51088[INC][69/7] β/α -0.0248022292951571 -0.167505675648998 0.154398563734291 0.113157894736842 NA
974 6092//ROBO2 chr3 77671377 77684193 CA-6092-585290-595331-595514-597727[INC][1/10] β/α 0.123783497469841 -0.149975073395004 -0.0857061793031087 0.369084552124883 NA
975 6120//RPE chr2 210867361 210880835 CA-6120-3156-10029-10109-16345[INC][157/17][UPT] β/α 0.302342400690846 -0.30872978724431 -0.214166594158763 0.201566579634465 0.206417112299465
976 6120//RPE chr2 210867361 210880835 CA-6120-3156-10011-10109-16345[INC][3/17][UPT] β/α 0.500969618616677 -0.299662487945998 -0.25813234384663 0.619582664526485 0.629690048939641
977 6139//RPL17 chr18 47009953 47015919 CA-6139-6207-6999-7066-11794[INC][1/10] β/α 0.378470186222375 -0.185492110341696 -0.0115372115697108 0.731313131313131 -0.264502712909625
978 617//BCS1L chr2 219524436 219526267 CA-617-3088-4283-4652-4750[INC][27/1][UPT] β/α 0.0189578431912544 -0.116069841581987 0.0507926047097313 0.0838926174496645 0.08
979 6311//ATXN2 chr12 111947694 111951342 CA-6311-89320-92232-92292-92678[INC][1/2] β/α 0.204649357705592 -0.167647961134855 0.0333270720927873 -0.608467245962782 -0.0528608558772925
980 634//CEACAM1 chr19 43016501 43025672 CA-634-10243-12274-12562-19030[INC][15/4] β/α -0.175996603875988 -0.130386946386946 0.230707349774509 -0.346276595744681 0.229979466119096
981 63877//FAM204A chr10 120095693 120101831 CA-63877-3058-3400-3601-8907[INC][4/1][UPT] β/α 0.0182402168788307 -0.122457516339869 0.038074441687345 -0.00806510741256683 0.0366826156299841
982 6391//SDHC chr1 161284170 161310444 CA-6391-3050-12238-12295-29218[INC][9/6][UPT] β/α 0.187844987844988 -0.375693134396616 -0.014742268041237 0.185567010309278 0.183673469387755
983 64080//RBKS chr2 28081305 28113222 CA-64080-3100-22466-23585-34785[INC][1/18][UPT] β/α 0.169190751445087 -0.110367892976589 -0.118279569892473 -0.0909090909090909 0.0025900025900026
984 64118//DUS1L chr17 80020736 80022109 CA-64118-4696-5303-5354-5848[INC][77/5] β/α 0.0865051903114187 -0.276243093922652 0.0615006150061501 0.0441696113074205 NA
985 64145//ZFYVE20 chr3 15138041 15140654 CA-64145-3114-3874-4030-5438[INC][18/15][UPT] β/α -0.0581335328695807 -0.33160138555822 0.176259303389801 0.158688856363275 -0.279200660952184
986 64147//KIF9 chr3 47318771 47324336 CA-64147-3353-3462-3708-8468[INC][4/63][UPT] β/α -0.0665157627182944 -0.107381738803928 0.165780262595226 -0.11430437622469 -0.0730781998387632
987 641977//SEPT7P2 chr7 45767776 45776508 CA-641977-35232-42992-43187-43705[INC][2/16] β/α -0.0155653188454053 -0.14954208207744 0.0465995878288277 0.0658606793321819 0.261874222264765
988 64236//PDLIM2 chr8 22447108 22451810 CA-64236-14001-15810-15928-17992[INC][36/11][DNT] β/α 0.25530034280527 -0.297110773189847 0.032113188716353 0.262513904338153 -0.534052782677873
989 6431//SRSF6 chr20 42087000 42088534 CA-6431-3646-4441-4557-4907[INC][1/118] β/α 0.034178230665506 -0.156527682843472 -0.00345482812230091 0.218141279010844 -0.149575440888308
990 6431//SRSF6 chr20 42087000 42088534 CA-6431-3646-4289-4557-4907[INC][4/118] β/α 0.0455061977481708 -0.225846925972397 0.00685065997600087 0.215692245229395 -0.216606498194946
991 64328//XPO4 chr13 21437107 21476912 CA-64328-3105-37073-37179-42651[INC][5/2][UPT] β/α 0.128712871287129 -0.310752688172043 0.0936936936936937 -0.134292168362589 0.0747126436781609
992 643836//ZFP62 chr5 180278380 180287683 CA-643836-3759-12226-12299-12793[INC][2/4] β/α 0.00746887966804979 -0.156060029299466 -0.0941779497098646 0.806149394103816 NA
993 644128//RPL23AP53 chr8 169289 182317 CA-644128-3190-4411-4515-15901[INC][9/2][UPT] β/α 0.0824204486176317 -0.149629340616465 0.010706450197455 0.161728825374695 NA
994 6450//SH3BGR chr21 40847060 40880953 CA-6450-32345-56952-57045-66128[INC][27/3] β/α 0.00146332540698746 -0.144192405345833 0.0548737926166829 0.0775945683802134 0.0778210116731517
995 6468//FBXW4 chr10 103384501 103432803 CA-6468-25072-30006-30101-73176[INC][39/3] β/α 0.0978724443648346 -0.158711324404605 -0.09453973762204 0.101145038167939 0.070984754841368
996 6472//SHMT2 chr12 57624585 57625695 CA-6472-4428-4908-4988-5140[INC][1380/85] β/α 0.0405351401969498 -0.248466435185185 0.0225578853224685 0.176958525345622 0.16580310880829
997 64747//MFSD1 chr3 158522107 158524870 CA-64747-5446-6415-6549-8114[INC][1/20] β/α 0.176231053465048 -0.224716652136007 -0.131934887227272 0.14902807775378 -0.146083895570549
998 64747//MFSD1 chr3 158522107 158524870 CA-64747-5446-6436-6549-8114[INC][307/20] β/α 0.106649806010147 -0.134047241318526 -0.0828005052958897 0.0910290237467019 -0.137750172532781
999 64792//RABL5 chr7 100959620 100965070 CA-64792-3142-6599-6689-8270[INC][14/11][UPT] β/α 0.218561567792787 -0.110365360676565 -0.180897137115101 -0.273297042813006 -0.0358179127995235
1000 64792//RABL5 chr7 100961404 100965070 CA-64792-3142-5749-5857-6599[INC][4/14][UPT] β/α -0.0824186561976642 -0.145431398349254 0.181203098862691 0.299282164549972 -0.0979472088933662
1001 64792//RABL5 chr7 100959620 100965070 CA-64792-3142-5780-6689-8270[INC][2/11][UPT] β/α 0.175623709136815 -0.139197849504256 -0.126215588501923 -0.216758026624902 -0.0585456060545526
1002 64792//RABL5 chr7 100961404 100965070 CA-64792-3142-5780-5857-6599[INC][55/14][UPT] β/α -0.0536288242530057 -0.138356364699861 0.126354465064142 0.181149732620321 -0.0971976139853532
1003 64792//RABL5 chr7 100959620 100965070 CA-64792-3142-5780-5857-8270[INC][18/11][UPT] β/α 0.255266606023388 -0.23768708087223 -0.14444989688033 -0.321428571428571 -0.171102554734268
1004 64895//PAPOLG chr2 60997592 61002257 CA-64895-17282-18289-18401-21804[INC][17/4] β/α 0.0645994832041343 -0.138048125727797 0.0376660782309765 -0.148991615680943 0.031075201988813
1005 64895//PAPOLG chr2 61014081 61019016 CA-64895-33837-34281-34391-38531[INC][22/1] β/α 0.0626823694368337 -0.18579803588187 -0.0144640558027348 0.0825263157894737 0.0335700807068312
1006 64921//CASD1 chr7 94147514 94156517 CA-64921-11466-15990-16183-20304[INC][1/41] β/α 0.113842912493081 -0.106974737908141 0.337206784554312 -0.336870026525199 -0.368115942028986
1007 65109//UPF3B chrX 118972329 118975220 CA-65109-14953-15344-15435-17501[INC][2/10] β/α 0.411358230463392 -0.217416535809381 -0.302763609694303 -0.0908041554444017 0.216806722689076
1008 65109//UPF3B chrX 118972329 118975220 CA-65109-14953-15344-15383-17501[INC][4/10] β/α 0.318820420086243 -0.121813904437414 -0.258630490298387 0.0235620235620236 0.22737917819885
1009 65125//WNK1 chr12 971248 987526 CA-65125-112348-121342-121426-128292[INC][4/5] β/α 0.0327627016018055 -0.160932761685664 0.120590763460186 NA -0.15359778597786
1010 6594//SMARCA1 chrX 128625917 128630847 CA-6594-29734-33408-33444-34390[INC][9/16] β/α 0.14659914316224 -0.111102807729262 -0.0478991664384011 0.207437030727202 -0.244171866448557
1011 6597//SMARCA4 chr19 11143965 11144875 CA-6597-75596-75845-75944-76201[INC][15/95] β/α -0.0745930614059226 -0.266666666666667 0.238098867429843 -0.221343873517787 -0.217898832684825
1012 65975//STK33 chr11 8457573 8474452 CA-65975-144135-156203-156279-160817[INC][10/2] β/α 0.0464292740507575 -0.131559409756896 0.0226666880781089 -0.0570550674934209 0.0996515469334838
1013 65979//PHACTR4 chr1 28759441 28785768 CA-65979-66465-91250-91274-92503[INC][1/7] β/α 0.0683410442828817 -0.491880781089414 0.273507462686567 0.239067055393586 0.246246246246246
1014 65979//PHACTR4 chr1 28759441 28785768 CA-65979-66465-91250-91278-92503[INC][1/7] β/α -0.226190476190476 -0.201088929219601 0.448412698412698 0.343096234309623 NA
1015 65981//CAPRIN2 chr12 30884276 30888139 CA-65981-22547-23803-23886-26004[INC][10/22] β/α -0.165373892540364 -0.256876456876457 0.115043355515225 -0.275784753363229 0.641388118201436
1016 65981//CAPRIN2 chr12 30872012 30876247 CA-65981-34256-36599-36704-38289[INC][16/6] β/α 0.161045200509854 -0.426353890510493 0.0819346490988283 -0.0253132832080201 -0.603052064631957
1017 6599//SMARCC1 chr3 47712147 47718271 CA-6599-108287-109327-109441-114198[INC][44/1] β/α 0.0652173913043478 -0.128939348541412 -0.0325064624536874 0.0350253807106599 0.0371267150928168
1018 6601//SMARCC2 chr12 56566368 56567632 CA-6601-18872-19538-19631-19863[INC][18/42] β/α 0.159707203802484 -0.243552019123203 -0.211663709129351 0.0520626976679526 0.476831374296697
1019 6660//SOX5 chr12 24521496 24715382 CA-6660-3117-157883-157965-196810[INC][8/3][UPT] β/α -0.451704545454545 -0.160152426690331 0.16492429704398 0.123870967741936 0.0688154494764042
1020 6672//SP100 chr2 231314275 231326128 CA-6672-36555-37016-37100-48106[INC][51/1] β/α 0.0489115815691158 -0.39617551484764 0.0567116777835585 0.0588516746411483 0.125515015837481
1021 6675//UAP1 chr1 162560112 162567647 CA-6675-32006-34226-34277-39286[INC][37/22] β/α 0.146494516906937 -0.233744912009926 0.00895823359591474 -0.439291223249122 0.0251998819813589
1022 6675//UAP1 chr1 162560112 162567647 CA-6675-32006-34229-34277-39286[INC][4/22] β/α 0.182219635766124 -0.256232259984904 0.0255988169595082 -0.486515641855448 -0.0344111523240903
1023 6732//SRPK1 chr6 35837258 35838735 CA-6732-53247-53686-53900-54279[INC][22/1] β/α 0.220996224576787 -0.174762808349146 -0.138640132669983 0.149732620320856 -0.287249814677539
1024 6733//SRPK2 chr7 104844074 105029148 CA-6733-3247-123025-123089-188109[INC][10/18] β/α 0.151227663885892 -0.27899960301707 -0.119010179591161 0.0144144144144144 0.297307919041069
1025 6733//SRPK2 chr7 104766228 104767508 CA-6733-264902-265554-265647-266020[INC][2/4] β/α -0.0886657597547019 -0.197514262217924 0.183251325658052 -0.0644390801677042 0.0992619926199262
1026 6780//STAU1 chr20 47770469 47790805 CA-6780-17173-25082-25371-37296[INC][21/207] β/α -0.199199703160387 -0.148395115887987 -0.130757928026208 0.516388029163052 0.529666165239528
1027 6894//TARBP1 chr1 234561418 234563511 CA-6894-54528-54715-54787-56310[INC][15/1] β/α 0.222222222222222 -0.1789613609547 -0.173987873428914 0.218867924528302 -0.489383704811987
1028 6894//TARBP1 chr1 234534127 234537007 CA-6894-80923-81155-81251-83550[INC][4/15] β/α 0.0720220822421969 -0.220645161290323 -0.0524146905725853 0.099382218640881 0.162318202390126
1029 6894//TARBP1 chr1 234528161 234529582 CA-6894-88458-88617-88742-89551[INC][20/1] β/α 0.056677229078948 -0.264398716385119 0.0669269380925822 0.0418848167539267 0.0413365483982088
1030 6894//TARBP1 chr1 234528161 234529582 CA-6894-88458-88627-88742-89551[INC][1/1] β/α 0.111637252697842 -0.44208695254117 0.123839009287926 0.0801603206412825 0.079155672823219
1031 6921//TCEB1 chr8 74871999 74882868 CA-6921-4709-10662-10801-15469[INC][2/3] β/α 0.0113796927577944 -0.175557273547223 0.035463220442422 0.031201248049922 0.0323624595469255
1032 6921//TCEB1 chr8 74871999 74881907 CA-6921-5728-10662-10801-15469[INC][1/2] β/α -0.0502958579881656 -0.140131439474242 0.102652438370655 -0.259538152610442 0.0822342901474011
1033 6938//TCF12 chr15 57355947 57384088 CA-6938-148189-157018-157080-176154[INC][2/196] β/α -0.175595238095238 -0.165132387243817 -0.0645870302058694 0.920558608058608 -0.163594470046083
1034 7072//TIA1 chr2 70454866 70456449 CA-7072-22384-22556-22589-23825[INC][26/12] β/α 0.0311305076272447 -0.187487003852975 0.104446546830653 -0.429770114942529 0.100523462655976
1035 7072//TIA1 chr2 70451685 70454953 CA-7072-23913-26254-26320-27018[INC][1/39] β/α -0.0686978779621832 -0.125427807486631 0.127022865352773 0.337627993568588 -0.11658111465651
1036 7155//TOP2B chr3 25656921 25660339 CA-7155-48644-48788-48880-51711[INC][80/2] β/α 0.0380406628848933 -0.10932218466465 -0.00663944423821394 0.0320427236315087 0.0333642261353104
1037 7163//TPD52 chr8 80976712 81083434 CA-7163-3581-54717-54787-110008[INC][2/9][UPT] β/α 0.42383679135371 -0.43261646234676 -0.291333536450837 0.109419991772933 0.599415204678363
1038 7163//TPD52 chr8 80956401 80963862 CA-7163-123075-124130-124157-130393[INC][53/4] β/α -0.111545329406901 -0.105088796936441 -0.0668812836612844 0.207693263561931 0.196204639412035
1039 7181//NR2C1 chr12 95425124 95445718 CA-7181-24867-36031-36153-45140[INC][1/1] β/α 0.166365280289331 -0.414653812445223 0.0495440315775146 0.0947476828012358 0.101098901098901
1040 728190//LOC728190 chr10 89048198 89086428 CA-728190-18929-37498-37602-57063[INC][3/26] β/α 0.110714285714286 -0.296965317919075 0.0164609053497942 0.013023493360572 -0.168067226890756
1041 728340//GTF2H2C chr5 68862793 68868376 CA-728340-12830-13929-13984-18221[INC][2/3] β/α 0.145495495495496 -0.383654438286267 0.0453972599027008 0.0887512899896801 0.0888429752066116
1042 728568//C12orf73 chr12 104347191 104350525 CA-728568-3585-5247-5341-6681[INC][1/4] β/α 0.0428068828759676 -0.27408396380359 0.0355477855477855 0.409090909090909 -0.522033898305085
1043 7375//USP4 chr3 49348052 49362195 CA-7375-18402-31449-31590-32366[INC][14/9] β/α -0.107100433375104 -0.105458056680968 0.171262001795952 0.308724832214765 -0.669156568730519
1044 7422//VEGFA chr6 43746625 43754223 CA-7422-11710-14747-14879-17332[INC][14/21][DNT] β/α 0.125987817856577 -0.199838279615881 0.0665745789409912 -0.391558841651263 0.464379947229551
1045 7444//VRK2 chr2 58373450 58387054 CA-7444-102833-111112-111161-115707[INC][5/47][DNT] β/α -0.0483782297965915 -0.19217840658238 0.240035095080967 -0.196510370126511 -0.225352112676056
1046 7444//VRK2 chr2 58373450 58387054 CA-7444-102833-111117-111161-115707[INC][3/47][DNT] β/α 0.0399665898525648 -0.188591463007782 0.142499212102112 -0.209692037362434 -0.238956891963811
1047 7453//WARS chr14 100835423 100842644 CA-7453-3084-5099-5208-10085[INC][3/367][UPT] β/α -0.163331358943984 -0.113954784270021 0.254759874964479 -0.178631051752922 -0.0700925839334144
1048 7514//XPO1 chr2 61760906 61764721 CA-7514-3722-6605-6726-7380[INC][1/44] β/α -0.0925544690341397 -0.115492957746479 0.263254786450663 -0.0978520286396181 -0.0973871733966746
1049 7544//ZFY chrY 2843551 2846120 CA-7544-43584-44599-44752-45869[INC][6/3] β/α 0.144821827648027 -0.244340542904235 0.000156030581994093 0.082089552238806 0.0808823529411765
1050 7553//ZNF7 chr8 146052963 146062891 CA-7553-3092-4525-5087-12873[INC][2/15][UPT] β/α 0.113249141464495 -0.104722001492933 -0.023989218328841 -0.234418978689184 0.111368909512761
1051 7582//ZNF33B chr10 43089990 43127471 CA-7582-9616-27186-27263-46845[INC][31/27][DNT] β/α 0.0312086021505377 -0.107995791275534 0.0147747607225335 -0.249275761057793 0.344006200359792
1052 7584//ZNF35 chr3 44692432 44700338 CA-7584-5519-6816-6961-12960[INC][15/16][DNT] β/α 0.218274672187716 -0.366213219871756 -0.156278685514962 0.0294666431966203 -0.760427807486631
1053 770//CA11 chr19 49141278 49142309 CA-770-10307-10901-10955-11050[INC][1/53][DNT] β/α 0.218038381916858 -0.140063326504004 0.0418866314722978 0.469529652351738 -0.256029684601113
1054 7741//ZNF187 chr6 28239631 28240563 CA-7741-7925-8012-8329-8659[INC][4/43] β/α 0.151822852948373 -0.23789020452099 -0.00496894409937887 -0.183954115126805 0.494546498277842
1055 7748//ZNF195 chr11 3392806 3400451 CA-7748-3185-4322-4606-10519[INC][2/60][UPT] β/α 0.0485165479303815 -0.116902457185406 -0.0296466149517816 -0.0376830835722659 0.127319044272663
1056 776//CACNA1D chr3 53752327 53753807 CA-776-226385-226678-226738-227751[INC][3/4] β/α 0.0358808369263842 -0.115670671451605 0.0766236842995905 -0.122834645669291 -0.134715025906736
1057 776//CACNA1D chr3 53796024 53804578 CA-776-270078-277969-278014-278420[INC][4/3] β/α 0.088805649555708 -0.178504695002247 0.0298590909487993 0.00931937972652969 -0.222114451988361
1058 7798//LUZP1 chr1 23435514 23495350 CA-7798-3093-62208-62274-62731[INC][6/12][UPT] β/α -0.208864881431253 -0.231253023705854 0.196246830092984 -0.117121066012098 0.217607353152377
1059 79017//GGCT chr7 30536503 30544413 CA-79017-3273-7160-7306-10606[INC][3/3][UPT][DNT] β/α 0.00423130461875554 -0.111546534179973 0.020475773184859 0.0847880299251871 0.0813397129186603
1060 79072//FASTKD3 chr5 7866010 7869143 CA-79072-3059-3841-5392-6054[INC][1/7][UPT] β/α 0.00897170462387853 -0.227880624547072 0.153186948226239 -0.428289473684211 0.0669872895912058
1061 79086//C19orf42 chr19 16757906 16770257 CA-79086-3763-9032-9123-15896[INC][197/19] β/α 0.0406949921427766 -0.10646191593609 -0.00604370623715245 0.158563237249142 -0.117887954848887
1062 79133//NDUFAF5 chr20 13789487 13797191 CA-79133-26877-32392-32490-34437[INC][18/32] β/α 0.235823301470264 -0.133359400456175 0.126553137811416 -0.379732739420935 -0.401176470588235
1063 79572//ATP13A3 chr3 194123400 194134567 CA-79572-57481-58951-59041-65123[INC][9/9][DNT] β/α 0.0839031270041841 -0.263888970428514 0.0224273940483953 0.0637573506654286 0.0658357302652605
1064 79582//SPAG16 chr2 214204886 214228868 CA-79582-58892-69149-69267-82697[INC][21/2] β/α 0.211684929487495 -0.190694864048338 0.153994007575329 -0.303790970457637 -0.544323671497585
1065 79647//AKIRIN1 chr1 39463842 39469089 CA-79647-10068-12728-12863-15103[INC][106/6] β/α 0.0612557427258805 -0.349724192277384 0.0653430656934306 0.0390625 0.0389483933787731
1066 79691//QTRTD1 chr3 113775628 113784303 CA-79691-3130-3264-3372-11502[INC][19/30][UPT] β/α 0.171041493691906 -0.193621249470609 -0.0174838969404187 0.287850173119295 -0.300229182582124
1067 79692//ZNF322 chr6 26643886 26659916 CA-79692-3312-4106-4195-19024[INC][41/2][UPT] β/α 0.107784188683065 -0.116890833468374 -0.0711462450592886 0.0850202429149798 0.0853658536585366
1068 79701//C17orf101 chr17 80350099 80356194 CA-79701-23442-27094-27307-29103[INC][15/32][DNT] β/α -0.0532545025752434 -0.121007998347544 0.0528755613501377 0.234429782622554 -0.0690612244897959
1069 79758//DHRS12 chr13 52343301 52348169 CA-79758-33228-35246-35337-37864[INC][45/1][DNT] β/α -0.0422229230176251 -0.332120651684573 0.12539913572307 0.100929614873838 0.105775922059847
1070 79760//GEMIN7 chr19 45582565 45594781 CA-79760-3118-3647-3770-13847[INC][14/9][UPT][DNT] β/α -0.133953677610927 -0.127700761833396 0.230248993343742 0.317755339111786 -0.15946956817409
1071 7982//ST7 chr7 116593554 116739897 CA-7982-3365-148286-148489-149435[INC][2/43][UPT] β/α -0.00590959268723362 -0.106583917970858 -0.0065934065934066 -0.183553597650514 0.498899486426999
1072 79833//GEMIN6 chr2 39006113 39009107 CA-79833-3934-4073-4141-6332[INC][1/45][DNT] β/α 0.18507648289344 -0.183584614619097 -0.062303061122563 0.0417091597810477 -0.157550197223275
1073 79833//GEMIN6 chr2 39006113 39009107 CA-79833-3934-4073-4257-6332[INC][1/45][DNT] β/α 0.225280257680674 -0.294454986295593 -0.0573882450331126 0.149375112121031 -0.227968289085546
1074 79871//RPAP2 chr1 92811402 92852883 CA-79871-49950-84759-84909-91046[INC][15/1][DNT] β/α -0.0255279958511418 -0.139542638449442 0.0951327433628318 0.0634218289085545 0.068635275339186
1075 79882//ZC3H14 chr14 89044328 89068426 CA-79882-18232-36825-36900-42015[INC][21/6] β/α 0.0363108102984112 -0.15925572519084 0.0234575202050069 0.154954954954955 0.150943396226415
1076 79947//DHDDS chr1 26769221 26784395 CA-79947-13592-17034-17151-28509[INC][15/1] β/α 0.00477220448381233 -0.198924731182796 0.0548821548821549 0.108860759493671 0.102870813397129
1077 79947//DHDDS chr1 26772806 26784395 CA-79947-17151-18277-18379-28509[INC][29/16] β/α -0.229885240358798 -0.145674531155475 0.273816222836431 0.0588074398249453 0.182332155477032
1078 79954//NOL10 chr2 10822096 10830100 CA-79954-3192-8375-8421-10918[INC][94/6][UPT] β/α 0.0312599072198967 -0.222578104489367 0.0739470260875198 0.0444718962322421 0.0427807486631016
1079 79954//NOL10 chr2 10822096 10830100 CA-79954-3192-8375-8417-10918[INC][1/6][UPT] β/α 0.0798315602836879 -0.442602207775208 0.181275491286615 0.115755627009646 0.110599078341014
1080 79954//NOL10 chr2 10822096 10830100 CA-79954-3192-8389-8421-10918[INC][1/6][UPT] β/α 0.0459629778488931 -0.301424261247671 0.11016774306489 0.0673526660430309 0.0652173913043478
1081 80011//FAM192A chr16 57207639 57219950 CA-80011-3240-14778-14896-15195[INC][1/32][UPT] β/α 0.070134465675867 -0.286007130124777 0.271941425641615 -0.322195280619788 0.0673469387755102
1082 80013//FAM188A chr10 15879202 15883597 CA-80013-22095-25241-25293-26202[INC][38/11] β/α -0.0108178871333103 -0.112894041289506 0.0371912898012018 -0.0507017334130305 0.0953525900674655
1083 80013//FAM188A chr10 15879202 15883597 CA-80013-22095-25241-25297-26202[INC][1/11] β/α -0.00967257646266351 -0.113933279241778 0.0515770327032704 -0.0841665376876644 0.0958321142644361
1084 80222//TARS2 chr1 150476810 150477453 CA-80222-19992-20188-20290-20462[INC][31/2] β/α 0.0200466711035104 -0.187969186023661 0.036030309482153 0.101560935625675 0.147441457068517
1085 8028//MLLT10 chr10 21823573 21875276 CA-8028-3633-7661-7741-55122[INC][24/1] β/α 0.0542299349240781 -0.220360570060827 0.0268967642139417 0.031210986267166 0.0316656111462951
1086 80318//GKAP1 chr9 86368172 86395318 CA-80318-40456-51867-52024-67478[INC][1/4] β/α 0.0123541006843702 -0.119682412596744 0.0682293497363796 -0.330689399555226 -0.0730217063296434
1087 80705//TSGA10 chr2 99734006 99758036 CA-80705-16297-30548-30677-39965[INC][9/1][UPT] β/α -0.00798094103633118 -0.120917431192661 -0.00103824517687923 0.0926862150320188 0.114638447971781
1088 81608//FIP1L1 chr4 54257175 54266005 CA-81608-16487-16777-16846-25077[INC][20/21] β/α 0.149215561278063 -0.284025613077758 -0.0898558935471687 -0.286828214971209 0.434782608695652
1089 81608//FIP1L1 chr4 54265896 54292131 CA-81608-25187-39962-40070-51219[INC][18/13] β/α 0.113626772513317 -0.219454055084861 -0.0472897852282633 -0.330912688782273 0.245364120781528
1090 81608//FIP1L1 chr4 54294193 54308873 CA-81608-53531-65929-65956-68000[INC][14/31] β/α 0.139065328438575 -0.218891926557035 0.0426652024339135 -0.340842523245071 -0.32473658584088
1091 817//CAMK2D chr4 114375422 114378718 CA-817-307593-309106-309202-310412[INC][6/18][DNT] β/α 0.0493066279776993 -0.117924488145405 -0.0596330347246426 0.10176766221039 0.235478085247483
1092 818//CAMK2G chr10 75583797 75597268 CA-818-40124-52244-52313-53507[INC][19/4] β/α -0.0417458892167064 -0.245669428392397 0.0029140054590262 -0.0707692465918967 0.406662634786633
1093 818//CAMK2G chr10 75583797 75597268 CA-818-40124-52244-52271-53507[INC][6/4] β/α -0.124146264459844 -0.203204933778182 0.0705732812384666 -0.0975358912729641 0.539283630222714
1094 8195//MKKS chr20 10389275 10401405 CA-8195-16691-23287-24689-28415[INC][7/7] β/α 0.0707539476610571 -0.139446493921894 -0.0243291801110888 -0.0378783338327839 0.0447322057787174
1095 8284//KDM5D chrY 21903203 21905124 CA-8284-4778-6082-6205-6451[INC][30/1] β/α 0.0974658869395711 -0.145947426067908 0.0518134715025906 -0.274979665087214 0.0485908649173955
1096 8301//PICALM chr11 85692914 85707971 CA-8301-76055-88907-89015-90877[INC][15/1] β/α 0.152978260747417 -0.149500454132607 -0.0239646141035711 0.140811455847255 -0.333557800224467
1097 8312//AXIN1 chr16 339439 343717 CA-8312-62189-64379-64487-66069[INC][4/24] β/α -0.2354283902671 -0.214827426095032 0.304677470145096 NA 0.300138836299382
1098 83451//ABHD11 chr7 73150423 73152064 CA-83451-4299-4750-4932-5169[INC][2/1][DNT] β/α 0.128664154103853 -0.250155078102972 -0.0916996047430829 0.185567010309278 0.206896551724138
1099 83468//GLT8D2 chr12 104413407 104443914 CA-83468-3243-31646-31781-33461[INC][32/17][UPT] β/α 0.333578237324635 -0.560839070085712 0.306769480862204 -0.194335069696192 0.180383022774327
1100 83544//DNAL1 chr14 74121549 74128744 CA-83544-13011-16972-17082-20112[INC][15/1] β/α 0.0404380791912384 -0.144895150190268 -0.005756542627392 0.0256136606189968 0.0257234726688103
1101 83692//CD99L2 chrX 149984479 149999765 CA-83692-70586-73448-73511-85738[INC][9/847] β/α -0.175216522318454 -0.121380267036587 0.232234499132499 -0.173913043478261 -0.171673819742489
1102 839//CASP6 chr4 110615680 110618923 CA-839-8852-9987-10064-11773[INC][53/2] β/α 0.126394425393465 -0.204187010869025 -0.016435684936277 0.0741517979151213 -0.661334175305654
1103 83941//TM2D1 chr1 62175000 62190817 CA-83941-3522-4651-4711-18986[INC][5/5][UPT] β/α 0.0672493408608132 -0.215529286245311 0.029669645129744 0.0585777072452368 -0.0131883914132421
1104 10150//MBNL2 chr13 98009735 98018806 CA-10150-138340-145840-145876-147163[INC][4/11] β/α 0.196930774041468 -0.170425501334183 -0.00240058119334158 -0.16600790513834 -0.287667319892384
1105 10152//ABI2 chr2 204259422 204267456 CA-10152-69567-70376-70501-77296[INC][27/2] β/α -0.0553986710963454 -0.293364650616559 0.183405069344811 0.205787781350482 0.20253164556962
1106 10181//RBM5 chr3 50147035 50148202 CA-10181-23781-24471-24556-24771[INC][65/5] β/α 0.192245959866276 -0.102158345256743 0.121962744204183 -0.165919267664854 -0.650299605403968
1107 10198//MPHOSPH9 chr12 123687170 123694708 CA-10198-14839-21519-21645-21810[INC][5/3] β/α 0.204168491750621 -0.147798052861344 -0.125954198473282 0.426931044687777 -0.0222348398818987
1108 10201//NME6 chr3 48336564 48338318 CA-10201-7632-8122-8240-9123[INC][7/12] β/α 0.00992681022815989 -0.145554035567715 0.0646155369364241 -0.258133618958361 0.217019119758961
1109 10201//NME6 chr3 48336564 48338318 CA-10201-7632-8200-8240-9123[INC][40/12] β/α 0.0621938706911845 -0.131041061968458 0.0066174283731536 -0.167828483942777 0.114183500865203
