gene chrom chromStart chromEnd name celltype β.dI β/α.dI α.dI δ.dI PP.dI
925 57396//CLK4 chr5 178043882 178045778 CA-57396-11498-12622-12710-13105[INC][1/11] β/α -0.0526730631330042 0.374189450805691 -0.0765547563982006 -0.27995612832465 0.078970156730838
926 57446//NDRG3 chr20 35281910 35284813 CA-57446-92779-94299-94338-95437[INC][3/63][DNT] β/α -0.0364793533211512 0.125908474993841 0.0226390345019077 -0.0685017203628402 -0.0639416058394161
927 5747//PTK2 chr8 141900641 142011276 CA-5747-3189-78564-78752-113544[INC][5/39][UPT] β/α -0.0939769020309376 0.141135479961623 0.0393833156125176 -0.177679316766198 0.326574500768049
928 5747//PTK2 chr8 141900641 142011276 CA-5747-3189-78564-78653-113544[INC][31/39][UPT] β/α -0.0915401495812621 0.194439665733515 -0.00909634349960398 -0.258240686561342 0.261554589461351
929 5747//PTK2 chr8 141935759 142011276 CA-5747-3189-55590-55648-78564[INC][1/38][UPT] β/α -0.0904761904761905 0.174872039225933 0.000657008993483782 -0.221357063403782 -0.111111111111111
930 5747//PTK2 chr8 141900641 142011276 CA-5747-3189-55590-55648-113544[INC][4/39][UPT] β/α -0.045192079073401 0.212169849654612 -0.0446415672223988 -0.262935586061246 0.348953974895397
931 5747//PTK2 chr8 141900641 141958821 CA-5747-55648-78564-78653-113544[INC][1/4] β/α -0.137129424056419 0.155043255521724 0.0664131608574776 0.208988764044944 -0.173843930635838
932 5747//PTK2 chr8 141774332 141799624 CA-5747-214840-234721-234739-240023[INC][7/73] β/α -0.0970009057667147 0.155128239503547 0.120737340861801 0.164621882542237 -0.161609025614677
933 5747//PTK2 chr8 141771263 141774388 CA-5747-240080-241925-241946-243051[INC][16/166] β/α -0.149246480451014 0.248769751474712 0.106491830742367 0.204745464817023 -0.171876083489356
934 57489//ODF2L chr1 86851140 86861965 CA-57489-3310-12256-12428-13752[INC][24/1][UPT] β/α 0.0888786567697377 0.130609184153332 0.0646982873641518 0.114912280701754 -0.614128578260573
935 57489//ODF2L chr1 86851140 86861965 CA-57489-3310-12263-12428-13752[INC][2/1][UPT] β/α 0.209210936420568 0.249824561403509 0.089688712271738 0.23455684870188 -0.744924987947024
936 57562//KIAA1377 chr11 101818761 101829096 CA-57562-36128-43777-44929-46153[INC][1/12] β/α -0.00989810949783632 0.115294834060692 -0.00544217687074822 0.0423204518963508 -0.248720760233918
937 57579//FAM135A chr6 71191703 71200785 CA-57579-71751-75763-75841-80630[INC][7/5] β/α 0.189622651795157 0.14877095188325 -0.325838443485502 NA -0.137242128121607
938 5810//RAD1 chr5 34911658 34915065 CA-5810-3981-4649-4749-6863[INC][1/28] β/α -0.0738771581297233 0.176951687932625 0.0112181923205545 -0.11358574610245 0.0776351777824532
939 5810//RAD1 chr5 34913574 34915065 CA-5810-3981-4649-4749-5097[INC][1/57] β/α -0.100735677121436 0.183226489443039 0.0123721397741382 -0.0899949723479135 0.163065076999503
940 58478//ENOPH1 chr4 83369072 83376006 CA-58478-20449-23470-23563-27149[INC][1/12] β/α 0.188434134217067 0.219092331768388 -0.358341658341658 0.204379562043796 0.212765957446808
941 58497//PRUNE chr1 150990287 150997270 CA-58497-12408-13060-13173-19114[INC][7/17] β/α 0.117059598604333 0.119745222929936 -0.152051516532257 -0.194099336852077 -0.0465614548494984
942 58497//PRUNE chr1 150990287 150997270 CA-58497-12408-12970-13173-19114[INC][36/17] β/α 0.0588502596115883 0.125860108897266 -0.0932301455079648 -0.254413247249094 0.0136363636363637
943 58497//PRUNE chr1 151001261 151008189 CA-58497-23448-25875-25968-28309[INC][1/28] β/α -0.0454090461625081 0.127001414015108 -0.0288198271111723 -0.0284552845528455 -0.0283592167454423
944 58517//RBM25 chr14 73525240 73538454 CA-58517-3193-9459-9581-16114[INC][6/77][UPT] β/α -0.0404891611474039 0.137606289182625 -0.00259183064637118 -0.0275582140568255 -0.0279281229703399
945 58528//RRAGD chr6 90077588 90087531 CA-58528-37606-42691-42840-47069[INC][56/3][DNT] β/α -0.0787865251026755 0.12407356574252 -0.00832977410641711 0.106528399717181 0.0728914839569583
946 59084//ENPP5 chr6 46135170 46138707 CA-59084-3037-3866-3928-5683[INC][3/16][UPT] β/α -0.0861678004535148 0.262820512820513 -0.0972111553784861 0.158538382201267 0.337941628264209
947 5910//RAP1GDS1 chr4 99273626 99313230 CA-5910-94226-120641-120788-133576[INC][43/88] β/α -0.13583304154643 0.112568456558241 0.0562580060162063 0.217165668662675 0.211590820692338
948 59338//PLEKHA1 chr10 124134262 124152856 CA-59338-3229-20725-20795-21603[INC][30/18][UPT] β/α -0.197461641437545 0.157483300234699 0.0474708512316998 0.236641221374046 0.233609645817634
949 6016//RIT1 chr1 155880240 155881171 CA-6016-3160-3598-3747-3896[INC][64/8][UPT] β/α -0.012940281624215 0.111553784860558 -0.0317244996699132 0.0986863184876642 -0.0943410816746315
950 6046//BRD2 chr6 32942238 32943297 CA-6046-9106-9361-9453-9724[INC][19/62] β/α -0.149436090225564 0.329518779342723 -0.0171491794209847 0.354771784232365 -0.0430739109153206
951 60526//C2orf43 chr2 20901329 20974738 CA-60526-51258-85862-86097-124415[INC][22/9] β/α -0.0916421488503869 0.136495050915047 -0.0116207582424206 0.198918918918919 NA
952 60558//GUF1 chr4 44688526 44691425 CA-60558-11298-12591-12731-13870[INC][14/7] β/α -0.259146102624364 0.155 -0.112748462459795 0.390131523833459 0.790650406504065
953 6229//RPS24 chr10 79796951 79800455 CA-6229-6545-7205-7223-9855[INC][1/508] β/α -0.0639773412232887 0.249810801513588 -0.0744372853452925 -0.0901960784313725 0.532212885154062
954 63899//NSUN3 chr3 93781833 93783389 CA-63899-3128-3801-3969-4426[INC][1/43][UPT] β/α -0.0541582521221913 0.144486524086608 -0.0702829455355755 -0.204057139511738 0.479037243780199
955 6392//SDHD chr11 111958580 111965830 CA-6392-4127-5020-5158-10958[INC][1/7][DNT] β/α -0.226613466915191 0.281008882837321 0.0997134640302548 0.329618158849179 0.168292581676284
956 63929//XPNPEP3 chr22 41253172 41258046 CA-63929-3165-6597-6713-7537[INC][19/5][UPT][DNT] β/α -0.369294976231392 0.464285714285714 0.180583003952569 -0.27946127946128 -0.548922056384743
957 63929//XPNPEP3 chr22 41253172 41258046 CA-63929-3165-6593-6713-7537[INC][4/5][UPT][DNT] β/α -0.196636696636697 0.486278938452851 0.0512365056274404 -0.296212121212121 -0.492537313432836
958 63929//XPNPEP3 chr22 41265002 41278180 CA-63929-15035-15967-16059-27689[INC][2/29] β/α 0.142343268242549 0.126803721655803 -0.108241639942434 -0.109677419354839 -0.103869653767821
959 64089//SNX16 chr8 82736026 82752316 CA-64089-5675-15770-15857-21346[INC][17/3] β/α 0.368061391258436 0.255474452554745 -0.414546330786454 0.251979841612671 0.248403122782115
960 64215//DNAJC1 chr10 22209726 22218069 CA-64215-77682-78152-78216-85758[INC][1/3] β/α -0.0857230102989756 0.233796296296296 -0.0227520931925737 0.218378378378378 0.226966292134831
961 64215//DNAJC1 chr10 22209726 22218069 CA-64215-77682-78169-78216-85758[INC][47/3] β/α -0.0627623265637114 0.163034705407587 -0.0269413787089863 0.151651651651652 0.1604447974583
962 6434//TRA2B chr3 185644388 185655773 CA-6434-3312-9284-9560-14402[INC][63/506][UPT] β/α -0.082397506233811 0.147404133744029 0.0343439556186298 -0.0536302397281125 0.0357195026594145
963 643837//LOC643837 chr1 783033 787489 CA-643837-23216-24893-25012-27336[INC][4/18] β/α -0.0510324331000084 0.405026040907073 -0.0516470940038442 0.28244434483789 -0.0971018082734704
964 64417//C5orf28 chr5 43453759 43483960 CA-64417-3069-6903-7001-32847[INC][1/17][UPT] β/α 0.0458829244595579 0.104743083003953 -0.0626024149032561 -0.0646658259773014 -0.108247422680412
965 64420//SUSD1 chr9 114804146 114820965 CA-64420-119849-125838-125878-136316[INC][15/2] β/α 0.112623124367118 0.10046735395189 -0.0719929599557605 NA -0.507652173913044
966 64770//CCDC14 chr3 123675201 123680075 CA-64770-3265-7613-7760-7981[INC][1/11][UPT] β/α -0.157069886231716 0.155388471177945 0.159510567296997 0.137777777777778 -0.493212669683258
967 64770//CCDC14 chr3 123675201 123680075 CA-64770-3265-7613-7669-7981[INC][44/11][UPT] β/α -0.11375444353295 0.116760828625235 0.118798677051104 0.106529209621993 -0.327139588100686
968 64770//CCDC14 chr3 123649948 123652601 CA-64770-30736-32882-33101-33174[INC][19/1] β/α -0.105769230769231 0.118438761776581 0.17385538501674 -0.419992226972406 0.103044496487119
969 64773//PCED1A chr20 2815959 2819123 CA-64773-5455-7372-7648-7977[INC][25/1][DNT] β/α 0.195501282322769 0.161186331399097 -0.0775765715916202 0.151607034566404 -0.388281365704465
970 64786//TBC1D15 chr12 72287001 72288662 CA-64786-56618-57618-57669-57979[INC][2/38] β/α 0.0867218580737736 0.226668570139122 -0.110669756151385 0.0697028348322294 -0.322050098879367
971 64834//ELOVL1 chr1 43830598 43831293 CA-64834-5511-5698-5889-6066[INC][263/15] β/α 0.180851063829787 0.104776579352851 -0.2176 0.100517368810052 0.10187265917603
972 64860//ARMCX5 chrX 101854639 101856436 CA-64860-3680-4752-4865-5296[INC][17/53] β/α -0.0823480881122343 0.254688843395291 -0.0325479858583863 -0.0732512675978503 0.22460242819712
973 64860//ARMCX5 chrX 101854639 101856436 CA-64860-3680-4756-4865-5296[INC][1/53] β/α -0.0486402936772448 0.186438318017265 -0.0584622516402092 -0.0831596136474185 0.288852225672878
974 65005//MRPL9 chr1 151733291 151734630 CA-65005-4460-5012-5114-5665[INC][84/8] β/α -0.0437312044555783 0.119557623894328 0.0211766882619921 -0.150665188470066 0.147570485902819
975 65056//GPBP1 chr5 56531792 56542310 CA-65056-65085-66165-66225-75352[INC][22/44] β/α -0.0302553145354316 0.181609438822106 -0.0848687017627904 0.0369330075908209 0.0559806853478138
976 65084//TMEM135 chr11 86748975 86782656 CA-65084-3343-32850-32978-36679[INC][34/3][UPT] β/α 0.0841133004926109 0.107015457788347 0.105757931844888 0.0812274368231047 -0.96103832735612
977 65244//SPATS2 chr12 49893852 49908395 CA-65244-136301-148957-149001-150650[INC][3/31] β/α -0.173378056211215 0.191841253619486 0.118074242178635 0.940032414910859 -0.0691090757701915
978 65250//C5orf42 chr5 37153841 37157969 CA-65250-94759-95008-95116-98435[INC][8/9] β/α -0.0462406015037594 0.34215291750503 -0.0250478927203065 -0.227173913043478 -0.0998453209590101
979 65258//MPPE1 chr18 11886497 11887023 CA-65258-24881-25016-25085-25176[INC][6/6] β/α -0.177956170162897 0.156211219450424 0.0312608924102985 0.140250855188141 0.148192771084337
980 65258//MPPE1 chr18 11886497 11887023 CA-65258-24881-25019-25085-25176[INC][25/6] β/α -0.0963350851817327 0.131648041269835 0.0110305023630619 0.120647376164787 0.12374245472837
981 654466//KGFLP2 chr9 41963838 42008959 CA-654466-13734-47456-47554-58642[INC][2/2] β/α -0.0770952307454854 0.363227513227513 -0.229211306466289 0.318351404920135 -0.0027064451158107
982 65979//PHACTR4 chr1 28696220 28733973 CA-65979-3244-26260-26360-40828[INC][4/76][UPT] β/α -0.132570503929727 0.316467849869072 -0.00730831884760788 -0.014021164021164 0.0221545278316256
983 65979//PHACTR4 chr1 28733920 28785768 CA-65979-40882-91250-91278-92503[INC][6/52] β/α -0.0993153092826651 0.157973142650408 0.0593966101694915 -0.200868763985784 0.0445911139729556
984 65979//PHACTR4 chr1 28733920 28785768 CA-65979-40882-66349-66465-92503[INC][5/52] β/α -0.00335680209295167 0.155457487496322 -0.0598631451045597 -0.0423452768729642 -0.0404354587869362
985 65981//CAPRIN2 chr12 30883172 30888139 CA-65981-22547-26004-26172-27232[INC][15/1] β/α 0.144373673036093 0.106583072100313 -0.218649517684887 0.0940525587828492 0.096045197740113
986 6605//SMARCE1 chr17 38784975 38787175 CA-6605-20138-20565-20644-21858[INC][3/88][DNT] β/α -0.0180605512196961 0.137793802219328 -0.0208658715805323 -0.0405763322385846 -0.040792416657791
987 6638//SNRPN chr15 25165619 25207355 CA-6638-99901-138091-138222-141467[INC][2/4] β/α -0.328327075511056 0.210829493087558 0.254192384170661 0.196141479099678 0.208191126279863
988 6660//SOX5 chr12 23716191 23757466 CA-6660-961063-989611-989789-1002046[INC][9/2] β/α 0.115281501340483 0.116689280868385 -0.0871484754937201 -0.934942287513116 0.0396478121664887
989 6672//SP100 chr2 231280934 231307813 CA-6672-3173-4435-4510-29781[INC][110/13][UPT] β/α 0.203452909434998 0.173744329671531 -0.36088004822182 -0.0531384077546481 -0.0335735150925024
990 6821//SUOX chr12 56391398 56396054 CA-6821-3465-5074-5200-7953[INC][24/103] β/α -0.22505993186693 0.191037735849057 0.107800650054171 0.347029607172805 NA
991 7027//TFDP1 chr13 114290848 114294633 CA-7027-55013-55932-56209-58432[INC][1/9][DNT] β/α 0.133237472878767 0.274603174603175 -0.135172360559331 -0.127682548252126 0.273950910530483
992 7027//TFDP1 chr13 114290848 114294633 CA-7027-55013-56130-56197-58432[INC][13/9][DNT] β/α 0.088373875679515 0.233310856372218 -0.0979241848228127 -0.249029535864979 0.22193713919179
993 7027//TFDP1 chr13 114290848 114294633 CA-7027-55013-56130-56209-58432[INC][60/9][DNT] β/α 0.0778642900309013 0.157846715328467 -0.0816579985549299 -0.120116330114135 0.15474060822898
994 728190//LOC728190 chr10 89086386 89096645 CA-728190-8773-14593-14667-18886[INC][1/30] β/α -0.0203827180571367 0.245246916093311 -0.0740151456166067 -0.071896722939424 0.058107368452196
995 7289//TULP3 chr12 3018694 3031567 CA-7289-21714-32896-33056-34395[INC][38/21] β/α 0.0313243788023679 0.131897265948633 -0.030188679245283 0.163548403877165 -0.425165562913907
996 7375//USP4 chr3 49335984 49339974 CA-7375-40720-42412-42637-44468[INC][35/2] β/α 0.155294117647059 0.117717003567182 -0.194308145240432 0.11340206185567 0.110738255033557
997 7388//UQCRH chr1 46769369 46775987 CA-7388-3113-8393-8436-9447[INC][2/12][UPT] β/α 0.0469388854340599 0.175601309011931 -0.0670732715161733 -0.515983955269235 0.409966024915062
998 7388//UQCRH chr1 46769369 46775987 CA-7388-3113-8393-8420-9447[INC][479/12][UPT] β/α 0.0300124533001245 0.19597952674134 -0.0587516009202755 -0.504260651629073 0.421911421911422
999 7404//UTY chrY 15526614 15560945 CA-7404-34654-43904-43984-68877[INC][6/348] β/α -0.0874569186459782 0.299535506548939 -0.0601336302895323 -0.0452261306532663 -0.046875
1000 7422//VEGFA chr6 43746625 43749823 CA-7422-11710-13523-13595-14747[INC][9/27] β/α -0.167250709194498 0.154253154253154 0.178089526665239 -0.317365269461078 -0.316606929510155
1001 7422//VEGFA chr6 43746625 43749823 CA-7422-11710-13523-13646-14747[INC][3/27] β/α -0.132995633187773 0.107913179560455 0.151699487919717 -0.181034482758621 -0.180515759312321
1002 7422//VEGFA chr6 43746625 43749823 CA-7422-11710-13523-13577-14747[INC][4/27] β/α -0.132995633187773 0.107913179560455 0.151699487919717 -0.181034482758621 -0.180515759312321
1003 7511//XPNPEP1 chr10 111667448 111683265 CA-7511-3152-11454-11531-18738[INC][2/27][UPT] β/α 0.0353383458646617 0.227790432801822 -0.173672117853764 0.206185567010309 0.0552401746724891
1004 7511//XPNPEP1 chr10 111652769 111667572 CA-7511-18863-32443-32538-33478[INC][3/285] β/α -0.0138293897882939 0.119065833652089 -0.0227803485857613 -0.0316702819956616 -0.0321444297666226
1005 7534//YWHAZ chr8 101960823 101965112 CA-7534-3546-4267-4467-7495[INC][3/34][UPT] β/α -0.0259832736050608 0.118914893202749 -0.00328185658338043 0.0167980621671231 -0.0960383728111351
1006 7534//YWHAZ chr8 101960823 101965112 CA-7534-3546-4087-4467-7495[INC][1/34][UPT] β/α -0.0260232209391412 0.118933847961165 -0.00325710667114154 0.0168148723855842 -0.0960225573073045
1007 7534//YWHAZ chr8 101960823 101965112 CA-7534-3546-4270-4467-7495[INC][5/34][UPT] β/α -0.0258348090058184 0.118152580620275 -0.0032597268878386 0.017597583786963 -0.0967140749873406
1008 7582//ZNF33B chr10 43127376 43132419 CA-7582-4625-9105-9255-9520[INC][2/2] β/α 0.0602718336349765 0.246440025657473 -0.310387984981227 0.418242491657397 0.41917502787068
1009 7582//ZNF33B chr10 43127376 43132419 CA-7582-4625-9105-9250-9520[INC][49/2] β/α 0.00241484762206057 0.160394996369991 -0.197866564234065 0.257446080109552 0.25939979303208
1010 7629//ZNF76 chr6 35260657 35262345 CA-7629-36312-37018-37183-37723[INC][17/9] β/α 0.0439403405991725 0.143316062997116 0.1130324377229 -0.668820678513732 -0.525733961580283
1011 7700//ZNF141 chr4 331602 367690 CA-7700-3180-8975-9102-37857[INC][1/1][UPT][DNT] β/α 0.235294117647059 0.202334630350194 -0.256854256854257 -0.388848764986278 0.163009404388715
1012 7705//ZNF146 chr19 36705626 36719720 CA-7705-3419-6520-6594-17146[INC][2/2][UPT] β/α 0.105505142165759 0.121212121212121 -0.0870979335130279 -0.0481192815994578 -0.475395168505816
1013 7705//ZNF146 chr19 36706037 36719720 CA-7705-3595-6520-6594-17146[INC][68/31][UPT] β/α 0.011096751960024 0.127757575757576 0.0424127868417562 -0.188109678305757 -0.206266246335933
1014 7750//ZMYM2 chr13 20534097 20568058 CA-7750-4357-14355-14402-37393[INC][14/42] β/α 0.00955373978629792 0.130866834984139 -0.283792048929664 0.0188679245283019 0.331935383659522
1015 7754//ZNF204P chr6 27330957 27343025 CA-7754-3181-8150-8239-15072[INC][1/2][UPT] β/α -0.138689847740221 0.11166253101737 0.10735763377516 -0.0310190824198132 0.0962547950736927
1016 7775//ZNF232 chr17 5012688 5015170 CA-7775-14303-14883-15027-16234[INC][7/24][UPT] β/α -0.0545738670513283 0.384863123993559 -0.176979591836735 0.231088413661028 -0.162886597938144
1017 7799//PRDM2 chr1 14075931 14143064 CA-7799-52248-75838-75949-119187[INC][4/13][UPT] β/α -0.208622141607825 0.117982961086806 -0.0279057327112247 0.32010582010582 0.471512770137525
1018 7871//SLMAP chr3 57850274 57857424 CA-7871-110270-110360-110411-117189[INC][3/3] β/α 0.0350649350649351 0.269972451790634 0.345398379670105 -0.824152542372881 NA
1019 7871//SLMAP chr3 57850274 57875826 CA-7871-110270-110360-110411-135594[INC][3/1] β/α -0.146640769841971 0.331212892281595 0.0250254126530809 0.364066193853428 NA
1020 79017//GGCT chr7 30536503 30538553 CA-79017-9039-9945-10101-10606[INC][3/158][DNT] β/α -0.0209602162477427 0.114306619324946 -0.0229485396383866 -0.0139123102866779 -0.0141813493768801
1021 79027//ZNF655 chr7 99158155 99162328 CA-79027-5274-6466-7073-8441[INC][2/15][DNT] β/α 0.106987378245482 0.195529073698445 -0.367644213494016 0.537278000089924 0.0202571477739263
1022 79027//ZNF655 chr7 99158155 99169414 CA-79027-5274-15838-15958-16266[INC][4/53] β/α -0.223300970873786 0.128092109088795 0.255616914312334 -0.138972809667674 -0.125340599455041
1023 79098//C1orf116 chr1 207196653 207206032 CA-79098-3178-10692-10870-12276[INC][20/2][UPT][DNT] β/α -0.194174757281553 0.14336917562724 0.128617363344051 0.116959064327485 NA
1024 79133//NDUFAF5 chr20 13773825 13779145 CA-79133-11202-12812-12916-16435[INC][28/12] β/α 0.0635173149675041 0.265070422535211 -0.094772632023419 -0.212224283652855 -0.454722519408553
1025 79600//TCTN1 chr12 111051933 111064296 CA-79600-3376-8809-8930-15335[INC][122/7][UPT] β/α -0.202247191011236 0.105263157894737 0.133928571428571 0.0977198697068404 0.0995575221238938
1026 79618//HMBOX1 chr8 28906470 28910241 CA-79618-161655-161896-161968-163624[INC][5/13][DNT] β/α 0.0712012125805229 0.170628174284951 -0.0839268788083954 -0.158011049723757 -0.160854893138358
1027 79731//NARS2 chr11 78189630 78239981 CA-79731-49022-84668-84801-99180[INC][22/1] β/α 0.0393455653441082 0.152623211446741 -0.0522165003358498 0.15450643776824 -0.85736595523165
1028 79758//DHRS12 chr13 52348065 52351256 CA-79758-30098-30632-30701-33123[INC][1/55] β/α 0.0971203228173148 0.105569620253165 -0.10625 NA -0.0648854961832061
1029 79780//CCDC82 chr11 96117125 96119456 CA-79780-6666-6899-6983-8158[INC][1/50] β/α -0.0136944131719674 0.194472049925941 -0.0284406951073618 -0.0169491525423729 -0.0164102564102564
1030 7982//ST7 chr7 116771938 116776288 CA-7982-181634-183797-183866-185754[INC][9/18] β/α 0.046646760673582 0.173815119467293 -0.112084758182706 0.086412875270814 0.311833987661245
1031 79828//METTL8 chr2 172216931 172290499 CA-79828-3920-45605-45760-77289[INC][8/4][UPT] β/α 0.00561321242630064 0.318110236220472 -0.40027972027972 NA 0.296187683284457
1032 79830//ZMYM1 chr1 35544986 35559683 CA-79830-3072-17023-17071-17543[INC][2/13][UPT] β/α 0.0106826472120896 0.230289959261922 -0.0658227848101265 -0.255230125523013 -0.244979919678715
1033 79830//ZMYM1 chr1 35544986 35559683 CA-79830-3072-16949-17071-17543[INC][4/13][UPT] β/α 0.038650657518582 0.255555555555556 -0.109086549988012 -0.301960784313725 -0.290566037735849
1034 7994//KAT6A chr8 41905895 41909504 CA-7994-3087-5280-5368-5685[INC][6/27][UPT] β/α -0.150739027054817 0.121350673587216 0.0217626488492043 0.0618714618714619 0.548830322771691
1035 80011//FAM192A chr16 57207639 57219950 CA-80011-3244-14778-14896-15195[INC][1/108][UPT] β/α -0.0975417826118425 0.105800845467356 0.115946492264448 -0.0170772542453958 -0.105492935879522
1036 80023//NRSN2 chr20 329892 334082 CA-80023-5638-5947-6107-9484[INC][1/14][DNT] β/α -0.236719800268869 0.220937700706487 0.0722016079158937 0.205373134328358 -0.0525902668759812
1037 80023//NRSN2 chr20 329892 334082 CA-80023-5638-5890-6107-9484[INC][1/14][DNT] β/α -0.233359073359073 0.216352201257862 0.0732328060326313 0.201759530791789 -0.0563298978990536
1038 80023//NRSN2 chr20 329892 334082 CA-80023-5638-5912-6107-9484[INC][109/14][DNT] β/α -0.143434865670889 0.140065146579805 0.0458389508518201 0.129129129129129 -0.0468034235053902
1039 80184//CEP290 chr12 88508874 88510921 CA-80184-28184-29646-29739-30034[INC][1/8] β/α -0.0733409829795372 0.269441638041355 -0.0406185436485328 -0.0503597122302158 -0.0510948905109489
1040 80185//TTI2 chr8 33361265 33367449 CA-80185-6440-8864-8957-12250[INC][17/4] β/α 0.0497262010091107 0.198662260467689 -0.161647285202956 0.213877551020408 0.219706498951782
1041 8028//MLLT10 chr10 21940601 21959632 CA-8028-120597-137745-137881-139277[INC][1/17] β/α 0.0365821269086719 0.352106862781884 -0.0788224121557455 -0.0457300275482094 -0.045182362547632
1042 80308//FLAD1 chr1 154955835 154960843 CA-80308-3104-3548-3773-7811[INC][137/6][UPT][DNT] β/α -0.135890029199252 0.100726055529503 0.0705053808820426 0.102306920762287 0.105371900826446
1043 80308//FLAD1 chr1 154962634 154965261 CA-80308-9964-10045-10235-12419[INC][43/2] β/α -0.270364317542674 0.145329254349371 0.199407699901283 0.138688637143838 0.121551167892631
1044 80315//CPEB4 chr5 173337525 173372142 CA-80315-25277-47122-47173-59639[INC][1/6] β/α 0.0852227273906113 0.267001251548713 -0.160240172792376 -0.287901572112098 0.352038369304556
1045 80315//CPEB4 chr5 173337525 173372142 CA-80315-25277-57698-57722-59639[INC][3/6] β/α 0.120890170418838 0.4074525007209 -0.176735598227474 -0.349771689497717 0.65947888589398
1046 80321//CEP70 chr3 138290107 138310797 CA-80321-5434-24373-24429-25931[INC][7/12] β/α 0.13434643094993 0.118628547144324 -0.173888630731103 0.260807937632884 -0.368115942028985
1047 80321//CEP70 chr3 138290107 138310797 CA-80321-5434-24355-24429-25931[INC][79/12] β/α 0.101983046267246 0.104600797612445 -0.149911648489782 0.186140617096611 -0.382770254656376
1048 80705//TSGA10 chr2 99764726 99771186 CA-80705-3032-3297-3434-9376[INC][2/3][UPT] β/α 0.20344137655062 0.329423473377408 -0.374094202898551 -0.399484702093398 -0.318333985478892
1049 80705//TSGA10 chr2 99734006 99743638 CA-80705-30677-39038-39174-39965[INC][21/30] β/α -0.0502732480301999 0.18578431372549 0.0687921366013484 -0.128043990573449 -0.0571669443385054
1050 80778//ZNF34 chr8 145998498 146003548 CA-80778-12303-12763-12883-15735[INC][9/4][DNT] β/α -0.267920802460506 0.115971462336412 0.0873140241218416 0.131937172774869 0.123529411764706
1051 8100//IFT88 chr13 21157095 21165158 CA-8100-18951-25742-25799-26898[INC][59/2] β/α -0.0233868586283518 0.18098504914827 -0.0406310570829896 0.14276879583002 -0.228372795815993
1052 81631//MAP1LC3B chr16 87432420 87435886 CA-81631-9676-10403-10492-12980[INC][6/691] β/α -0.0899171004434162 0.45993031358885 -0.0900900900900901 -0.0632911392405063 -0.0684931506849315
1053 81790//RNF170 chr8 42716887 42725254 CA-81790-29720-34234-34308-37868[INC][27/10] β/α -0.0586075861848893 0.195277261873176 -0.0363311004162629 0.173339613754122 0.175530646315287
1054 81858//SHARPIN chr8 145153768 145154332 CA-81858-7961-8038-8157-8243[INC][2/20] β/α 0.326375523253547 0.268716790455921 -0.0991777038478437 -0.614258227702153 -0.00544736483725994
1055 81858//SHARPIN chr8 145153768 145154332 CA-81858-7961-8032-8157-8243[INC][39/20] β/α 0.268144132653061 0.18487263634943 -0.0738716058262903 -0.601805877211163 -0.0622209165687427
1056 831//CAST chr5 96063192 96065428 CA-831-68494-70116-70173-70575[INC][142/42] β/α -0.0939946752754635 0.105068640710245 0.0554556164098289 -0.107073690047869 0.0867282525019245
1057 83734//ATG10 chr5 81267843 81283496 CA-83734-3282-7168-7303-18534[INC][6/21][UPT] β/α 0.077836041742381 0.316879026213675 -0.158707034959328 -0.145859373697982 -0.261363636363636
1058 83930//STARD3NL chr7 38217859 38247329 CA-83930-3215-3884-3940-32240[INC][10/81][UPT] β/α 0.183240617535309 0.213414238852801 -0.197590542880807 0.0388406604459713 -0.150208423170907
1059 10150//MBNL2 chr13 98017389 98044240 CA-10150-145876-147163-147258-172026[INC][4/1][DNT] β/α -0.249619822258186 0.15795090715048 0.0888482456562545 0.153209109730849 0.167420814479638
1060 1016//CDH18 chr5 19838867 19981286 CA-1016-10185-113154-113213-152002[INC][1/33] β/α 0.0155501561957654 0.10129009762901 -0.0171181308225638 -0.0327169274537696 -0.0344311377245509
1061 10181//RBM5 chr3 50137414 50140598 CA-10181-14144-14624-14698-17175[INC][53/36] β/α 0.0990585284954494 0.255150373794442 -0.0238891985432202 0.252072385056839 -0.356298323458299
1062 10181//RBM5 chr3 50140515 50142574 CA-10181-17259-18340-18401-19169[INC][52/3] β/α 0.322257433086991 0.172286018764657 -0.0966280288806098 0.234632939470204 -0.594835017654937
1063 10193//RNF41 chr12 56607741 56615635 CA-10193-3210-8356-8541-10899[INC][39/1][UPT] β/α 0.130939809926082 0.116541353383459 -0.210526315789474 0.0915805022156573 0.0946564885496183
1064 10210//TOPORS chr9 32544116 32552583 CA-10210-3195-4660-4855-11302[INC][43/3][UPT][DNT] β/α -0.0218491012808094 0.273469387755102 -0.0239438364650011 -0.631486880466472 0.219108116228164
1065 10216//PRG4 chr1 186265977 186270842 CA-10216-3679-6818-6941-8319[INC][56/89][UPT] β/α -0.252310924369748 0.184435853039539 0.16272319623296 -0.0140128451080157 0.142764976958525
1066 1022//CDK7 chr5 68548244 68553979 CA-1022-20657-23665-23734-26248[INC][1/1] β/α 0.108913961310021 0.115271350441733 -0.175977222012661 0.106242729740209 -0.00956917805357071
1067 10240//MRPS31 chr13 41323273 41331148 CA-10240-17339-20119-20193-24930[INC][44/3] β/α 0.127442283109242 0.117936117936118 -0.155910952858727 0.104166666666667 -0.225192420283026
1068 10243//GPHN chr14 67291191 67346750 CA-10243-320160-338271-338310-375532[INC][9/62] β/α -0.0770944741532977 0.362709832134293 0.00944822373393803 -0.105263157894737 -0.10989010989011
